"CD_A","PER","ENT","CON","V_SEL","N_HOG","N_REN","S3P1","S3P1_2","S3P2","S3P2_ES","S3P3","S3P4_1","S3P4_2","S3P4_3","S3P4_4","S3P4_5","S3P4_6","S3P4_7","S3P5","S3P5_ES","S3P6","S3P7","S3P7_1_1","S3P7_1_2","S3P7_1_3","S3P7_1_4","S3P7_1_5","S3P7_2_1","S3P7_2_2","S3P7_2_3","S3P7_2_4","S3P7_2_5","S3P8","S3P9","S3P10","S3P11_ES","S3P12_C","S3P12_ES","S3P13_ES","S3P14_C","S3P14_ES","S3P15","S4P1_1","S4P1_2","S4P1_3","S4P1_4","S4P1_5","S4P1_6","S4P1_7","S4P1_8","S4P1_1_1A","S4P1_1_2A","S4P1_1_3A","S4P1_1_4A","S4P1_1_5A","S4P1_1_6A","S4P1_1_7A","S4P1_1_8A","S4P1_1_ESA","S4P1_1_1B","S4P1_1_2B","S4P1_1_3B,N,1,0","S4P1_1_4B,N,1,0","S4P1_1_5B,N,1,0","S4P1_1_6B,N,1,0","S4P1_1_7B,N,1,0","S4P1_1_8B,N,1,0","S4P1_1_ESB,C,50","S4P1_1_1C,N,1,0","S4P1_1_2C,N,1,0","S4P1_1_3C,N,1,0","S4P1_1_4C,N,1,0","S4P1_1_5C,N,1,0","S4P1_1_6C,N,1,0","S4P1_1_7C,N,1,0","S4P1_1_8C,N,1,0","S4P1_1_ESC,C,50","S4P1_2_1,N,1,0","S4P1_2_2,N,1,0","S4P1_2_3,N,1,0","S4P1_2_4,N,1,0","S4P1_2_5,N,1,0","S4P1_2_6,N,1,0","S4P1_2_7,N,1,0","S4P2_1,N,1,0","S4P2_2,N,1,0","S4P2_3,N,1,0","S4P2_4,N,1,0","S4P2_5,N,1,0","S4P2_6,N,1,0","S4P2_7,N,1,0","S4P2_8,N,1,0","S4P3_1,N,1,0","S4P3_2,N,1,0","S4P3_3,N,1,0","S4P3_4,N,1,0","S4P3_5,N,1,0","S4P3_6,N,1,0","S4P3_7,N,1,0","S4P3_8,N,1,0","S4P3_9,N,1,0","S4P4,N,3,0","S4P4_1,N,3,0","S4P4_2,N,3,0","S4P4_3,N,3,0","S4P4_4,N,3,0","S4P5,N,3,0","S4P5_1,N,3,0","S4P5_2,N,3,0","S4P5_3,N,3,0","S4P5_4,N,3,0","S4P6,N,1,0","S4P6_1,N,2,0","S4P6_2,N,2,0","S4P6_3,N,2,0","S4P6_4,N,2,0","S4P6_5,N,2,0","S4P7,N,1,0","S4P7_1,N,2,0","S4P7_2,N,2,0","S4P7_3,N,2,0","S4P7_4,N,2,0","S4P7_5,N,2,0","S4P8,N,1,0","S4P8_1_1,N,2,0","S4P8_1_2,N,2,0","S4P8_1_ES,C,50","S4P9,N,1,0","S4P10,N,1,0","S4P10_1,N,3,0","S4P11_1,N,1,0","S4P11_2,N,1,0","S4P11_3,N,1,0","S4P11_4,N,1,0","S4P11_5,N,1,0","S4P11_6,N,1,0","S4P11_7,N,1,0","S4P11_8,N,1,0","S4P11_9,N,1,0","S4P11_10,N,1,0","S4P11_11,N,1,0","S4P11_12,N,1,0","S4P11_13,N,1,0","S4P11_14,N,1,0","S4P11_15,N,1,0","S4P11_16,N,1,0","S4P11_17,N,1,0","S4P11_ES,C,50","S4P12_1,N,1,0","S4P12_2,N,1,0","S4P12_3,N,1,0","S4P12_4,N,1,0","S4P12_5,N,1,0","S4P12_6,N,1,0","S4P12_7,N,1,0","S4P12_8,N,1,0","S4P12_9,N,1,0","S4P12_10,N,1,0","S4P12_1_1,N,1,0","S4P12_1_2,N,1,0","S4P12_1_3,N,1,0","S4P12_1_4,N,1,0","S4P12_1_5,N,1,0","S4P12_1_6,N,1,0","S4P12_1_7,N,1,0","S4P12_1_8,N,1,0","S4P12_1_9,N,1,0","S4P12_1_10,N,1,0","S4P12_1_ES,C,50","S4P12_2_1,N,1,0","S4P12_2_2,N,1,0","S4P12_2_3,N,1,0","S4P12_2_4,N,1,0","S4P12_2_5,N,1,0","S4P12_2_6,N,1,0","S4P12_2_7,N,1,0","S4P12_2_8,N,1,0","S4P12_2_ES,C,50","S4P13_1,N,1,0","S4P13_2,N,1,0","S4P13_3,N,1,0","S4P14_1,N,2,0","S4P14_2,N,2,0","S4P14_3,N,2,0","S4P14_4,N,2,0","S4P14_5,N,2,0","S4P14_6,N,2,0","S4P14_7,N,2,0","S4P14_8,N,2,0","S4P14_9,N,2,0","S4P14_10,N,2,0","S4P14_11,N,2,0","S4P14_12,N,2,0","S4P14_13,N,2,0","S4P14_14,N,2,0","S4P14_15,N,2,0","S4P14_16,N,2,0","S4P14_17,N,2,0","S4P15_1,N,1,0","S4P15_2,N,1,0","S4P15_3,N,1,0","S4P15_4,N,1,0","S4P15_5,N,1,0","S4P15_6,N,1,0","S4P15_7,N,1,0","S4P15_8,N,1,0","S4P15_9,N,1,0","S4P15_10,N,1,0","S4P15_11,N,1,0","S4P15_12,N,1,0","S4P15_13,N,1,0","S4P15_14,N,1,0","S4P15_15,N,1,0","S4P16_1,N,1,0","S4P16_2,N,1,0","S4P16_3,N,1,0","S4P16_4,N,1,0","S4P16_5,N,1,0","S4P16_6,N,1,0","S4P16_7,N,1,0","S4P17_1,N,1,0","S4P17_2,N,1,0","S4P17_3,N,1,0","S4P17_4,N,1,0","S4P17_5,N,1,0","S4P17_6,N,1,0","S4P17_7,N,1,0","S4P17_8,N,1,0","S4P17_9,N,1,0","S4P17_10,N,1,0","S4P17_11,N,1,0","S4P17_12,N,1,0","S4P17_13,N,1,0","S4P17_14,N,1,0","FAC,N,6,0"
39,1117,29,40415,3,1,4,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"MAQUILAR ZARAPE",73,"OBRERO","NO TIENE NOMBRE",31,"ELABORACION DE ZARAPE",2,3,4,3,4,3,3,3,3,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,2,2,2,2,2,1,2,2,4,2,2,2,2,2,4,6,5,4,3,1,2,0,0,0,14,6,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,2,3,2,5,7,5,4,6,9,8,8,7,9,4,10,9,7,2,8,7,2,3,2,2,3,2,3,2,3,4,4,3,4,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,6580
39,1117,29,40419,2,1,2,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,4,3,3,4,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,2,2,2,2,2,2,,1,1,1,1,1,2,2,4,4,3,3,4,3,3,3,3,4,5,6,2,1,0,0,0,25,0,0,25,0,10,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,2,2,2,5,7,6,6,7,9,8,8,8,6,9,10,8,6,7,9,9,3,3,4,4,3,3,2,3,2,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3658
39,1117,29,40419,1,1,1,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"DOCUMENTACION",31,"ADMINISTRATIVO","DESPACHO",54,"TRAMITES",2,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,2,1,1,1,2,3,2,3,3,3,3,3,4,6,5,1,3,2,0,0,0,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,1,1,2,8,2,4,8,8,9,9,8,8,9,9,8,8,7,6,8,3,2,3,3,1,1,2,3,2,2,1,3,2,1,3,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,5487
39,1117,29,40419,5,1,2,7,3,5335,"ADMISTRACION DE EMPRESAS",3,1,1,2,2,1,2,2,2,,20,2,0,0,0,0,0,2,2,1,2,2,5,5,0,,0,,,0,,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,2,3,4,3,3,3,3,3,3,1,6,5,4,3,2,0,0,0,7,1,0,6,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,,1,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,2,1,1,8,9,8,7,8,8,8,7,4,8,8,8,7,7,6,6,8,3,3,4,4,4,3,3,2,2,2,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,3,2,2,2,3,3658
39,1117,29,40419,4,1,1,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"QUEHACERES DOMESTICOS",96,"EMPLEADA DOMESTICA","NO TIENE NOMBRE",81,"ELLA SOLO SE DEDICA A LIMPIAR CASAS",2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,6,5,4,3,2,1,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,10,2,1,1,2,1,2,2,1,2,1,1,2,2,2,1,2,2,,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,2,2,8,9,4,3,7,8,8,8,6,9,9,10,7,3,3,9,10,2,2,4,4,3,3,3,3,2,3,4,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,3,3,2,2,2,2,3658
39,1117,29,40419,3,1,1,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,3,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,2,3,4,1,5,6,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,2,2,3,6,8,3,4,6,7,7,8,8,8,8,10,8,8,7,8,8,3,2,4,3,3,2,3,4,2,3,4,2,3,3,3,2,5,2,5,5,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,3,1829
10,1117,30,40003,2,1,1,4,3,,,0,0,0,0,0,0,0,0,1,,18,2,0,0,0,0,0,2,2,2,2,1,1,0,1,"ADMINISTRAR MERMA DE UN NEGOCIO",15,"JEFE DE MERMAS","ALMACENES IBARRA",43,"COMPRA VENTA AL POR MAYOR DE ABARROYTES EN GENERAL",2,3,3,2,2,3,3,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,2,2,2,1,1,2,3,3,3,3,3,3,3,6,5,1,2,3,4,0,0,0,7,3,0,4,0,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,1,1,14,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,2,2,2,,1,3,1,10,10,8,8,7,9,9,9,10,9,9,10,10,7,9,9,9,2,2,2,1,2,1,2,2,2,2,3,2,2,2,1,1,2,1,4,4,1,2,1,2,2,2,2,2,2,3,2,3,2,3,2,2,5910
10,1117,30,40003,1,1,2,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"PROCESAR CAMARON",31,"ENCARGADO DE BODEGA","PESCADOS Y MARISCOS RIVERA",46,"COMPRA VENTA DE MARISCOS",2,3,4,3,4,3,2,2,2,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,2,2,1,2,1,1,2,1,3,3,4,3,2,2,2,4,6,2,1,3,5,0,0,0,15,3,3,9,0,15,3,0,12,0,2,8,0,8,0,0,0,0,0,0,0,0,2,0,0,,1,1,7,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,2,2,1,6,8,6,10,10,8,7,7,10,10,8,10,10,7,7,8,10,3,2,4,2,2,1,2,3,2,4,3,2,2,2,2,1,2,1,3,3,2,2,2,2,2,2,2,1,1,3,2,3,3,2,3,2,5910
10,1117,30,40003,4,1,1,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,4,1,3,3,3,3,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,3,3,3,3,3,2,3,4,5,3,2,6,1,4,0,0,0,14,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,3,2,2,10,10,10,7,10,11,10,10,10,10,10,10,10,8,10,10,10,2,1,3,5,1,1,2,3,3,1,3,1,1,3,1,1,1,1,2,2,2,2,3,3,3,3,3,3,2,2,3,3,3,2,3,3,5910
10,1117,30,40003,5,1,3,7,2,5335,"GESTION Y DESARROLLO TURISTICO",3,2,1,2,2,2,2,2,1,,19,1,1,2,2,2,2,0,0,0,0,0,4,5,0,,0,,,0,,0,3,3,3,3,2,3,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,2,2,1,1,2,2,2,3,3,3,2,2,3,6,4,2,1,3,5,0,0,0,48,5,0,43,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,,1,1,56,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,2,,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,2,,1,1,2,8,9,8,8,8,7,9,9,9,9,9,9,8,7,7,9,10,3,3,3,2,2,1,1,3,2,2,3,2,2,2,2,2,2,1,3,3,2,3,2,2,1,1,1,1,2,2,2,3,2,2,2,2,8865
12,1117,30,41035,2,1,1,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"ELABORACION DE ALIMENTOS EN FONDA",94,"AYUDANTE DE COCINA","COCINA ECONOMICA",72,"ELABORACION DE ALIMENTOS",2,4,4,3,4,4,4,4,4,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,2,2,2,2,1,2,2,2,,2,2,1,2,2,2,2,4,4,4,4,4,4,4,4,2,3,5,4,1,6,0,0,0,7,4,0,3,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,1,1,2,2,2,2,2,,1,1,1,8,10,10,10,10,9,10,10,10,8,8,10,10,10,8,6,7,2,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,4,4,4,4,4,3,3,3,3,3,3,2,3,3,5612
12,1117,30,41035,4,1,4,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,,0,,,0,,0,4,4,4,4,4,4,4,4,2,1,1,2,1,2,2,2,,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,5,4,6,3,2,0,0,0,7,2,0,5,0,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,2,8,10,6,8,7,7,7,8,7,7,8,8,10,9,8,8,9,2,2,4,3,4,3,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,3,3,3,3,2,3,3,8418
12,1117,30,41035,1,1,1,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"SOLDADOR DE ESTRUCTURAS",71,"SOLDADOR DE ESTRUCTURAS PESADAS","NAVAL DE MEXICO",23,"NAVAL CONSTRUCCION",2,3,4,2,3,2,3,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,1,1,1,1,1,2,4,2,4,4,3,1,2,5,3,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,1,2,2,2,,5,5,3,7,9,6,9,10,9,7,8,7,10,10,10,10,1,7,10,10,3,3,3,3,2,3,2,3,2,3,3,3,2,2,2,1,3,5,5,3,3,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2806
12,1117,30,41046,3,1,1,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,"CHOFER DE  TAXI",83,"TAXISTA","TRABAJADOR",48,"TRANSPOT",2,4,4,3,4,3,2,3,2,0,0,0,0,0,0,0,0,,2,2,1,2,1,2,2,2,,0,0,0,0,0,0,0,0,,2,2,1,1,2,2,2,3,3,2,4,3,3,2,3,4,3,6,2,1,5,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,1,2,2,2,2,2,,1,1,1,1,10,5,7,8,6,10,10,10,10,9,10,10,2,6,10,10,3,3,3,2,2,2,2,3,2,3,3,2,3,2,2,2,1,1,3,3,2,3,3,3,1,3,1,3,1,3,3,3,3,1,1,1,3083
12,1117,30,41046,2,1,1,7,4,5621,"MEDICO VETERINARIO ZOOTECNISTA",3,2,1,1,2,1,1,2,1,,23,2,0,0,0,0,0,1,1,1,1,2,6,5,0,,0,,,0,,0,1,3,1,3,1,1,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,1,1,1,1,2,1,2,2,2,2,2,2,3,5,4,3,1,2,6,0,0,0,14,7,3,2,2,0,0,0,0,0,2,10,4,6,0,0,2,10,7,3,0,0,1,1,0,,1,1,8,2,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,2,7,5,7,6,6,8,8,10,10,7,10,10,6,7,8,10,3,3,4,4,3,2,2,3,3,3,3,2,2,3,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,3,3,2,1,2,2,9249
12,1117,30,41046,4,1,1,6,2,2814,"CARRERA COMERCIAL  DE  SECRETARIADO",2,0,0,0,0,0,0,0,1,,17,2,0,0,0,0,0,2,2,2,2,2,5,5,0,,0,,,0,,0,3,4,2,3,2,2,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,3,3,2,4,3,3,3,4,3,4,5,2,1,6,0,0,0,21,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,1,2,1,2,9,3,3,10,6,7,8,9,8,8,10,9,3,5,8,9,2,2,1,1,1,2,3,3,2,3,4,2,2,3,2,5,2,2,3,3,2,4,2,2,2,3,2,2,2,2,3,3,4,2,3,3,6166
12,1117,30,41046,5,1,3,3,1,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,"HACE MUBLES  DE  MADERA",73,"CARPINTERO","NEGOCIO PROPIO",33,"CARPINTERIA, HACER MUBLES DE MADERA",2,3,3,3,4,2,3,2,3,0,0,0,0,0,0,0,0,,2,2,2,1,1,2,2,2,,0,0,0,0,0,0,0,0,,2,1,1,1,2,2,2,2,3,3,2,3,3,2,3,2,4,6,3,1,5,0,0,0,48,24,12,12,0,42,22,4,16,0,3,4,0,4,0,0,0,0,0,0,0,0,2,0,0,,1,1,7,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,1,2,1,2,,2,2,2,5,9,5,6,7,4,7,8,9,9,9,10,8,5,6,7,8,2,2,4,2,3,3,2,3,2,3,4,2,2,3,1,3,2,2,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,9249
12,1117,30,41046,1,1,2,6,3,2334,"CONTABILIDAD",2,0,0,0,0,0,0,0,2,,24,2,0,0,0,0,0,2,2,2,2,2,5,1,4,"VENTAS  DE  BOLSAS",41,"VENDEDORA","TRABAJA  POR  SU  CUENTA",46,"VENTAS DE BOLSAS",2,3,3,4,4,3,3,3,3,2,2,2,2,1,1,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,6,3,4,1,2,5,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,1,1,14,2,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,2,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,1,2,2,2,,1,2,1,11,10,8,7,8,7,8,8,10,10,5,10,10,5,10,8,9,2,2,4,2,2,2,2,2,3,2,4,2,2,5,2,3,2,3,3,3,2,3,2,2,2,2,2,2,3,3,3,3,3,1,2,2,6166
12,1117,30,41065,5,1,2,4,3,,,0,0,0,0,0,0,0,0,1,,17,2,0,0,0,0,0,1,1,1,2,1,5,5,0,,0,,,0,,0,4,3,2,3,2,4,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,1,4,4,3,3,3,2,2,2,3,5,2,1,6,4,0,0,0,20,5,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,10,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,,0,0,0,0,0,0,0,0,,1,2,2,7,10,5,6,9,8,8,8,8,9,5,10,9,6,8,10,10,3,3,4,2,3,2,2,3,3,4,4,2,2,2,2,1,2,1,2,2,2,2,2,3,1,1,1,1,2,1,2,1,1,1,1,1,5382
12,1117,30,41065,3,1,2,4,3,,,0,0,0,0,0,0,0,0,1,,18,2,0,0,0,0,0,2,2,2,1,1,1,0,4,"ELABORAR PRENDAS DE VESTIR",73,"COSTURERA","TRABAJA EN CASA",31,"ELABORA PRENDAS DE VESTIR POR SU CUENTA",2,3,4,3,3,3,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,4,3,2,2,3,3,3,5,4,6,2,3,1,0,0,0,28,6,1,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,28,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,,1,2,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,1,1,6,9,7,8,9,9,10,10,10,10,9,10,9,8,9,9,9,3,3,4,5,1,1,1,3,1,1,3,1,1,1,2,2,1,1,1,2,2,2,1,2,1,4,2,2,4,4,4,4,2,1,2,2,5382
12,1117,30,41065,2,1,1,7,4,5111,"PEDAGOGIA",3,1,1,1,1,1,2,2,1,,21,2,0,0,0,0,0,2,2,1,2,2,6,5,0,,0,,,0,,0,2,3,2,2,2,2,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,5,4,6,3,1,2,0,0,0,60,23,2,35,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,2,2,2,,1,1,1,5,6,6,6,6,5,7,7,6,9,7,9,8,1,10,8,9,3,3,4,3,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,8073
12,1117,30,41074,3,1,1,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,"EMPACAR  MERCANCIA  EN  CENTRO COMERCIAL",97,"EMPACADOR  DE  CENTRO  COMERCIAL","TIENDAS  CHEDRAHUI",46,"COMERCIALIZACION  DE  PRODUCTOS  DIVERSOS",3,2,3,3,4,3,3,4,4,0,0,0,0,0,0,0,0,,2,2,1,2,1,2,2,2,,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,1,3,3,4,2,3,3,4,2,1,6,4,3,5,0,0,0,7,4,0,3,0,2,0,0,2,0,7,45,9,15,15,6,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,1,2,2,2,2,2,,2,2,2,4,7,11,1,6,11,9,9,10,10,8,9,8,5,3,10,10,3,4,3,4,2,2,5,4,2,3,3,2,5,5,2,5,2,1,3,3,2,3,3,3,3,2,2,3,2,3,4,4,4,2,3,3,5316
