"CD_A,C,2","PER,C,4","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,N,2,0","S3P1_2,N,1,0","S3P2,C,4","S3P2_ES,C,50","S3P3,N,1,0","S3P4_1,N,1,0","S3P4_2,N,1,0","S3P4_3,N,1,0","S3P4_4,N,1,0","S3P4_5,N,1,0","S3P4_6,N,1,0","S3P4_7,N,1,0","S3P5,N,1,0","S3P5_ES,C,50","S3P6,N,2,0","S3P7,N,1,0","S3P7_1_1,N,1,0","S3P7_1_2,N,1,0","S3P7_1_3,N,1,0","S3P7_1_4,N,1,0","S3P7_1_5,N,1,0","S3P7_2_1,N,1,0","S3P7_2_2,N,1,0","S3P7_2_3,N,1,0","S3P7_2_4,N,1,0","S3P7_2_5,N,1,0","S3P8,N,1,0","S3P9,N,1,0","S3P10,N,1,0","S3P11_ES,C,100","S3P12_C,N,2,0","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,N,2,0","S3P14_ES,C,100","S3P15,N,1,0","S4P1_1,N,1,0","S4P1_2,N,1,0","S4P1_3,N,1,0","S4P1_4,N,1,0","S4P1_5,N,1,0","S4P1_6,N,1,0","S4P1_7,N,1,0","S4P1_8,N,1,0","S4P1_1_1A,N,1,0","S4P1_1_2A,N,1,0","S4P1_1_3A,N,1,0","S4P1_1_4A,N,1,0","S4P1_1_5A,N,1,0","S4P1_1_6A,N,1,0","S4P1_1_7A,N,1,0","S4P1_1_8A,N,1,0","S4P1_1_ESA,C,50","S4P1_1_1B,N,1,0","S4P1_1_2B,N,1,0","S4P1_1_3B,N,1,0","S4P1_1_4B,N,1,0","S4P1_1_5B,N,1,0","S4P1_1_6B,N,1,0","S4P1_1_7B,N,1,0","S4P1_1_8B,N,1,0","S4P1_1_ESB,C,50","S4P1_1_1C,N,1,0","S4P1_1_2C,N,1,0","S4P1_1_3C,N,1,0","S4P1_1_4C,N,1,0","S4P1_1_5C,N,1,0","S4P1_1_6C,N,1,0","S4P1_1_7C,N,1,0","S4P1_1_8C,N,1,0","S4P1_1_ESC,C,50","S4P1_2_1,N,1,0","S4P1_2_2,N,1,0","S4P1_2_3,N,1,0","S4P1_2_4,N,1,0","S4P1_2_5,N,1,0","S4P1_2_6,N,1,0","S4P1_2_7,N,1,0","S4P2_1,N,1,0","S4P2_2,N,1,0","S4P2_3,N,1,0","S4P2_4,N,1,0","S4P2_5,N,1,0","S4P2_6,N,1,0","S4P2_7,N,1,0","S4P3_1,N,1,0","S4P3_2,N,1,0","S4P3_3,N,1,0","S4P3_4,N,1,0","S4P3_5,N,1,0","S4P3_6,N,1,0","S4P3_7,N,1,0","S4P3_8,N,1,0","S4P3_9,N,1,0","S4P4,N,3,0","S4P4_1,N,3,0","S4P4_2,N,3,0","S4P4_3,N,3,0","S4P4_4,N,3,0","S4P5,N,3,0","S4P5_1,N,3,0","S4P5_2,N,3,0","S4P5_3,N,3,0","S4P5_4,N,3,0","S4P6,N,1,0","S4P6_1,N,2,0","S4P6_2,N,2,0","S4P6_3,N,2,0","S4P6_4,N,2,0","S4P6_5,N,2,0","S4P7,N,2,0","S4P7_1,N,2,0","S4P7_2,N,2,0","S4P7_3,N,2,0","S4P7_4,N,2,0","S4P7_5,N,2,0","S4P8,N,1,0","S4P8_1_1,N,2,0","S4P8_1_2,N,2,0","S4P8_1_ES,C,50","S4P9,N,1,0","S4P10,N,1,0","S4P10_1,N,3,0","S4P11_1,N,1,0","S4P11_2,N,1,0","S4P11_3,N,1,0","S4P11_4,N,1,0","S4P11_5,N,1,0","S4P11_6,N,1,0","S4P11_7,N,1,0","S4P11_8,N,1,0","S4P11_9,N,1,0","S4P11_10,N,1,0","S4P11_11,N,1,0","S4P11_12,N,1,0","S4P11_13,N,1,0","S4P11_14,N,1,0","S4P11_15,N,1,0","S4P11_16,N,1,0","S4P11_17,N,1,0","S4P11_ES,C,50","S4P12_1,N,1,0","S4P12_2,N,1,0","S4P12_3,N,1,0","S4P12_4,N,1,0","S4P12_5,N,1,0","S4P12_6,N,1,0","S4P12_7,N,1,0","S4P12_8,N,1,0","S4P12_9,N,1,0","S4P12_10,N,1,0","S4P12_1_1,N,1,0","S4P12_1_2,N,1,0","S4P12_1_3,N,1,0","S4P12_1_4,N,1,0","S4P12_1_5,N,1,0","S4P12_1_6,N,1,0","S4P12_1_7,N,1,0","S4P12_1_8,N,1,0","S4P12_1_9,N,1,0","S4P12_1_10,N,1,0","S4P12_1_ES,C,50","S4P12_2_1,N,1,0","S4P12_2_2,N,1,0","S4P12_2_3,N,1,0","S4P12_2_4,N,1,0","S4P12_2_5,N,1,0","S4P12_2_6,N,1,0","S4P12_2_7,N,1,0","S4P12_2_8,N,1,0","S4P12_2_ES,C,50","S4P13_1,N,1,0","S4P13_2,N,1,0","S4P13_3,N,1,0","S4P14_1,N,2,0","S4P14_2,N,2,0","S4P14_3,N,2,0","S4P14_4,N,2,0","S4P14_5,N,2,0","S4P14_6,N,2,0","S4P14_7,N,2,0","S4P14_8,N,2,0","S4P14_9,N,2,0","S4P14_10,N,2,0","S4P14_11,N,2,0","S4P14_12,N,2,0","S4P14_13,N,2,0","S4P14_14,N,2,0","S4P14_15,N,2,0","S4P14_16,N,2,0","S4P14_17,N,2,0","S4P15_1,N,1,0","S4P15_2,N,1,0","S4P15_3,N,1,0","S4P15_4,N,1,0","S4P15_5,N,1,0","S4P15_6,N,1,0","S4P15_7,N,1,0","S4P15_8,N,1,0","S4P15_9,N,1,0","S4P15_10,N,1,0","S4P15_11,N,1,0","S4P15_12,N,1,0","S4P15_13,N,1,0","S4P15_14,N,1,0","S4P15_15,N,1,0","S4P16_1,N,1,0","S4P16_2,N,1,0","S4P16_3,N,1,0","S4P16_4,N,1,0","S4P16_5,N,1,0","S4P16_6,N,1,0","S4P16_7,N,1,0","S4P17_1,N,1,0","S4P17_2,N,1,0","S4P17_3,N,1,0","S4P17_4,N,1,0","S4P17_5,N,1,0","S4P17_6,N,1,0","S4P17_7,N,1,0","S4P17_8,N,1,0","S4P17_9,N,1,0","S4P17_10,N,1,0","S4P17_11,N,1,0","S4P17_12,N,1,0","S4P17_13,N,1,0","S4P17_14,N,1,0","FAC,N,6,0"
25,1015,26,40064,1,1,02,7,4,5321,PERIODISMO,3,2,1,1,1,1,1,2,2,,23,2,0,0,0,0,0,2,2,2,2,1,1,0,1,NOMINAS,15,CORDINADOR DE NOMINAS,IAC,33,AUTOMOTRIS,2,3,3,2,3,1,3,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,1,1,1,2,1,3,3,3,3,1,3,3,4,2,5,3,6,1,0,0,0,1,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,1,1,2,,1,1,69,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,7,1,4,4,2,3,7,1,1,3,4,2,4,4,4,2,1,3,3,4,4,4,2,2,2,2,3,2,1,3,3,2,2,3,1,2,2,2,3,2,2,3,3,3,1,2,2,6062
25,1015,26,40064,2,1,01,4,1,,,0,0,0,0,0,0,0,0,1,,17,2,0,0,0,0,0,1,1,1,2,1,1,0,1,ARMAR FACIAS PARA CARRO,82,OPERADOR DE PRUDUCCION,MAGNA,33,ELEVORACION DE PARTES DE CARRO,2,3,4,2,3,3,4,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,2,1,1,2,4,2,2,2,4,3,3,6,4,1,2,5,0,0,0,14,1,5,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,1,1,14,2,1,1,2,1,2,2,1,1,1,1,2,1,2,1,2,2,,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,2,,1,2,2,5,8,5,6,6,5,8,8,7,7,7,8,8,5,4,8,8,3,2,4,2,2,2,2,3,2,4,4,2,3,2,2,2,1,1,3,3,2,2,3,3,3,3,3,2,2,3,2,2,3,2,3,2,3031
25,1015,26,40064,5,1,01,7,1,5511,MANTENIMIENTO INDUSTRIAL,3,1,2,2,1,1,2,1,1,,22,2,0,0,0,0,0,1,2,1,2,1,1,0,1,OPERADOR DE PRODUCCION INTERIOR DE CARROS,81,OPERADOR DE PRODUCCION,IAC INTERNATIONAL AUTOMOTIVE COMPONENTS,33,FRAFRICAR INTERIOR PLASTICA DE CARROS,2,1,2,1,2,2,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,3,3,2,2,3,3,6,5,4,3,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,2,0,0,,1,1,21,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,,1,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,2,3,1,7,8,6,9,10,9,10,10,8,8,8,10,10,9,10,10,10,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,3,2,1,3,3,1,2,2,2,2,2,3,3,2,2,2,2,2,2,6062
25,1015,26,40071,1,1,01,2,5,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,CANTANTE,21,VOCALISTA,CLUB OBREGON,72,ES UN BAR,2,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,1,2,2,2,4,2,2,2,2,2,2,4,5,3,1,2,6,0,0,0,20,10,0,10,0,4,2,0,2,0,3,12,1,5,5,1,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,2,2,2,5,10,2,4,10,5,10,10,10,10,10,10,10,1,5,10,10,2,3,3,1,1,1,1,1,1,3,3,1,1,1,2,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2946
25,1015,26,40071,2,1,01,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,INSTALACION SISTEMA DE RIEGO (PLOMERIA ELECTRICA),71,INSTALADOR,E-GARDEN,23,INSTALACIONES DE SISTEMA DE RIEGO,2,2,4,4,4,3,4,3,4,2,2,2,2,1,2,2,2,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,1,2,1,1,1,2,1,2,4,4,4,2,4,4,3,2,5,6,1,4,0,0,0,28,1,6,21,0,48,48,0,0,0,7,21,0,20,0,1,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,2,6,7,4,5,8,7,9,8,8,9,7,9,9,2,4,3,9,3,3,4,4,2,2,3,3,3,3,4,2,2,5,3,2,2,2,2,4,3,4,4,4,3,3,3,4,4,4,4,4,2,2,4,4,5892
25,1015,26,40071,5,1,01,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,CHOFER DE OFICINA (MENSAJERO),83,CHOFER,LA COSTE�A SA DE CV,31,"DISTRIBUCION DE LATAS, COMIDA",2,3,3,3,3,3,3,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,2,2,3,3,3,2,3,2,4,1,5,3,2,6,0,0,0,13,4,2,7,0,42,14,9,19,0,4,3,0,3,0,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,3,2,2,5,7,6,8,5,8,6,6,8,7,7,9,8,2,9,8,6,2,2,4,3,2,2,2,3,3,2,3,2,3,3,2,3,2,2,3,4,2,2,3,3,3,2,2,3,3,1,2,1,1,1,3,2,5892
25,1015,26,40071,4,1,01,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,CUIDAR EL HOSPITAL SAN JOSE YA QUE ES GUARDIA,53,GUARDIA DE SEGURIDAD,VIPSA  SEGURIDAD PRIVADA,56,EMPRESA DEDICADA ALA SEGURIDAD PRIVADA,2,4,4,4,4,4,4,4,4,2,2,2,2,2,1,2,2,,2,2,2,2,2,1,2,2,,2,2,2,2,2,1,2,2,,0,0,0,0,0,0,0,4,4,4,4,4,4,4,6,4,3,2,5,1,0,0,0,3,0,0,3,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,4,2,4,8,9,8,8,7,9,8,7,9,8,8,8,8,8,9,8,8,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,8838
25,1015,26,40071,3,1,02,6,1,2441,OPERADOR EN SISTEMAS,2,0,0,0,0,0,0,0,2,,15,2,0,0,0,0,0,2,2,2,2,1,5,5,0,,0,,,0,,0,3,4,2,3,3,4,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,1,1,2,1,1,3,3,4,4,3,3,3,4,6,5,1,2,3,0,0,0,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,1,1,7,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,2,2,,2,2,2,8,10,10,10,10,9,10,9,8,8,8,10,10,6,7,6,10,2,2,2,2,3,2,3,2,2,2,2,1,2,2,3,2,1,1,3,4,2,4,2,2,1,4,2,2,4,4,4,3,4,1,3,3,5892
25,1015,26,40104,1,1,01,2,2,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,VIGILANCIA DE UN RANCHO,53,VIGILANTE,RANCHO LA PARCELA POZO SECO,11,ES UN RANCHO,2,4,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,2,1,1,1,3,3,4,4,2,4,4,1,2,3,4,6,5,0,0,0,14,7,2,5,0,21,10,0,11,0,1,7,2,2,2,1,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,1,2,2,2,2,2,,1,2,1,8,7,7,9,10,8,9,7,9,6,5,8,8,7,6,7,4,2,2,3,3,1,1,1,3,2,4,2,2,3,2,2,2,2,2,3,3,3,3,3,3,1,2,3,3,3,3,3,2,3,1,3,3,6603
25,1015,26,40104,3,1,01,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,INSTALA Y REPARA AIRES ACONDICIONADOS,26,TECNICO EN REFRIGERACION INDUSTRIAL,TERMOCONTROL DEL NOROESTE SA DE CV,43,"VENTA , REPARACION E INSTALACION DE AIRES ACONDICI",2,3,3,3,2,3,3,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,1,1,2,1,2,3,3,2,3,3,3,4,6,3,2,4,1,5,0,0,0,10,5,1,3,1,14,7,1,6,0,4,7,2,2,2,1,0,0,0,0,0,0,1,1,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,2,2,8,10,7,8,9,7,8,8,10,10,7,10,10,7,8,9,10,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,4402
25,1015,26,40104,4,1,02,7,4,5334,CONTADOR PUBLICO,3,1,1,2,2,1,2,2,1,,24,2,0,0,0,0,0,1,2,2,2,2,1,0,1,CONTABILIDAD Y N�MINA,25,AUXILIAR CONTABLE Y N�MINA,COMERCIAL ZAZUETA SA DE CV,43,VENTA Y COMPRA DE ABARROTES EN GENERAL Y PLANT. ME,2,3,3,3,3,2,3,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,1,1,2,2,2,2,3,3,3,3,3,3,2,5,4,3,1,2,6,0,0,0,17,7,0,10,0,40,20,5,10,5,3,10,2,4,2,2,0,0,0,0,0,0,1,1,2,,1,1,15,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,1,1,11,8,8,9,9,8,8,8,9,9,8,9,9,7,9,8,7,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,2,3,2,1,1,2,1,1,2,2,3,3,3,1,1,2,6603
25,1015,26,40104,2,1,01,10,2,8335,ADMINISTRACION DE EMPRESAS DOCTORADO MERCADEO,5,2,1,2,1,2,1,2,2,,32,2,0,0,0,0,0,1,1,1,2,2,1,0,4,ATENDER CLIENTES EN SU ABARROTES,41,PROPIETARIA,MINISUPER TECOLOTE,46,VENTA DE ARTICULOS PERECEDEROS Y DE CONSUMO,2,2,1,3,2,3,2,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,1,2,1,2,2,1,2,2,1,3,1,4,6,2,3,5,1,0,0,0,21,10,3,4,4,2,2,0,0,0,7,25,5,20,0,0,0,0,0,0,0,0,1,1,0,,1,1,10,2,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,,2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,2,4,2,5,7,6,9,8,8,10,10,10,10,8,10,10,5,9,10,10,2,2,3,2,1,1,2,1,1,2,3,2,1,1,2,1,1,1,3,3,3,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,6603
25,1015,26,40104,5,1,02,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,LIMPIEZA DE HOGAR,96,TRABAJADORA DOMESTICA,CASA PARTICULAR,81,ES UNA CASA PARTICULAR,2,3,4,4,4,2,3,2,4,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,,0,0,0,0,0,0,0,0,,2,2,1,1,2,2,2,3,4,4,4,2,4,4,6,3,5,1,4,2,0,0,0,10,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,20,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,,1,2,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,1,1,6,8,7,9,1,5,2,8,8,9,5,8,10,9,9,10,9,4,2,4,2,1,1,1,3,1,3,4,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,4,2,1,1,1,6603
25,1015,26,40106,1,1,01,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,LLANTERO,74,LLANTEROS,EL PIBOTE,81,REPARAR LLANTAS,2,2,2,1,1,2,2,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,2,3,2,2,2,3,3,2,5,6,1,4,3,0,0,0,4,3,0,0,1,8,3,0,5,0,7,3,0,2,1,0,0,0,0,0,0,0,1,1,0,,1,1,4,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,1,2,2,2,2,,1,1,1,5,8,5,6,7,4,5,5,7,7,4,8,8,5,4,8,8,3,3,4,3,2,1,2,3,2,3,3,3,3,2,2,1,1,1,2,3,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,5970
25,1015,26,40106,2,1,01,3,2,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,AYUDANTE GENERAL EN MANTENIMIENTO A TRASPORTE,92,AYUDANTE GENERAL,BRI-PAR,48,PRESTA SERVICIO DE TRASPORTE  NACIONAL,2,2,4,3,2,1,4,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,2,1,1,2,1,2,4,3,3,3,2,3,0,0,0,0,0,0,1,0,0,15,10,1,3,1,0,0,0,0,0,7,9,1,5,3,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,2,2,5,8,5,10,10,5,10,9,8,10,10,10,10,1,8,10,10,2,2,3,2,2,2,2,4,2,4,4,2,2,2,3,2,2,2,2,5,2,3,1,4,3,2,2,1,4,4,3,2,2,2,3,3,2985
25,1015,26,40106,5,1,01,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,,0,,,0,,0,2,3,2,2,3,3,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,2,1,1,1,1,1,3,3,2,2,2,2,2,2,3,5,1,4,6,0,0,0,24,16,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,2,2,2,,1,2,1,6,7,6,8,7,8,9,8,9,9,8,9,8,8,8,9,8,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,4,2,4,8955
25,1015,26,40106,4,1,01,3,3,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"ASISTENTE DE PERITO VALUADOR, MIDE CASA",25,ASISTENTE DE PERITO,MAS VALUACION,53,AVALUOS PERICIALES,2,3,4,2,2,3,4,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,2,1,1,2,3,2,2,2,4,2,3,5,6,1,2,4,0,0,0,21,7,12,2,0,20,5,0,15,0,3,10,3,7,0,0,1,1,1,0,0,0,1,2,9,,1,1,15,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,1,1,1,8,9,5,9,10,7,9,9,8,8,7,10,10,3,8,7,9,2,2,4,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,3,4,2,4,2,2,2,2,1,2,2,2,2,2,1,2,2,2,5970
25,1015,26,40106,3,1,02,2,6,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,1,4,2,2,2,2,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,2,1,2,3,4,4,3,3,3,5,6,3,2,1,4,0,0,0,10,5,1,3,1,2,1,0,1,0,7,3,0,2,1,0,0,0,0,0,0,0,2,0,0,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,1,1,1,8,8,8,6,8,8,9,9,9,9,9,8,8,6,8,9,8,2,2,3,3,2,2,2,3,2,3,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,4,2,2,2,2,8955
25,1015,26,40130,5,1,01,2,1,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,,0,,,0,,0,2,4,3,2,2,4,4,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,1,2,1,2,1,2,4,3,3,4,4,3,2,1,4,6,3,5,0,0,0,21,7,1,7,6,5,3,2,0,0,7,3,0,3,0,0,1,4,2,1,1,0,2,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,2,2,4,8,10,8,10,8,8,10,10,10,10,6,10,9,8,8,10,10,3,2,3,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,3,2,1,2,3,2,2,2,1,1,1,2,1,6537
25,1015,26,40130,2,1,02,2,5,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,,0,,,0,,0,1,3,2,1,1,1,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,2,2,2,3,1,2,1,6,5,2,4,3,0,0,0,21,14,0,7,0,0,0,0,0,0,7,21,0,14,7,0,0,0,0,0,0,0,1,1,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,,1,2,2,2,2,2,2,2,,4,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2,3,2,3,2,3,2,3,2,2,4,1,3,3,6537
25,1015,26,40130,3,1,01,7,2,5510,INGENIERIA INDUSTRIAL,3,1,2,2,2,2,2,1,1,,20,2,0,0,0,0,0,1,2,1,1,1,1,0,4,REPARAR GOLPES Y PINTAR AUTOS,72,CARROCERO,TALLER SOTELO,81,REPARACION DE VEICULOS (GOLPES),2,2,4,3,4,2,3,1,2,0,0,0,0,0,0,0,0,,2,2,2,2,1,2,2,2,,0,0,0,0,0,0,0,0,,1,1,1,2,2,1,1,2,4,3,3,3,1,3,2,5,6,3,1,4,0,0,0,2,2,0,0,0,36,6,5,22,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,,1,1,5,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,,2,2,2,7,9,5,7,5,4,9,9,10,10,8,10,4,8,8,10,10,4,4,4,3,1,1,2,4,1,2,4,1,1,3,1,3,1,1,1,2,2,2,2,3,1,1,1,1,1,2,2,2,1,1,1,1,6537
