"RESENT,C,2","EDAD,C,3","SEXO,C,1","TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","NUMREN,C,2","NIVELINS,C,2","NIVELANI,C,2","ANTECE,C,1","NOMCARR,C,80","TIPOESC,C,1","BIOLOGIA,C,1","FISICA,C,1","QUIMICA,C,1","MATEMA,C,1","ACTUALES,C,1","CIENTIF1,C,1","INGEN1,C,1","CIENTIF2,C,1","INGEN2,C,1","CONDACT,C,1","VERIACT,C,1","POSACT,C,1","TAREASYF,C,50","OCUPACION,C,2","NOMBREMP,C,50","ACTIECO,C,2","ACTICIEN,C,1","FACPER,N,10,0"
01,022,2,5,30,193,0001,042A,303109,01,111111,03,04,03,2,BACHILLERATO,2,,,,,1,2,2,,,4,5,,,,,,,14042
01,060,1,5,30,193,0001,042A,303109,03,111111,01,07,04,3,LICENCIADA EN DERECHO,1,2,2,2,2,2,,,2,1,1,,4,ABOGADO,11,NO TIENE NOMBRE,54,2,16218
01,068,1,5,30,193,0001,042A,303109,04,111111,01,03,03,,,,,,,,,,,,,1,,4,TOMAR FOTOS EN EVENTOS SOCIALES,12,NO TIENE NOMBRE TRABAJA POR SU CUENTA,54,2,16218
01,040,1,5,30,193,0001,042A,303109,05,111111,01,03,03,,,,,,,,,,,,,1,,4,IMPERMEABILIZA TECHOS (ALBA�IL) AYUDANTE ALBA�IL,54,NO TIENE NOMBRE TRABAJA POR SU CUENTA,23,2,16218
01,042,1,5,30,028,0037,0163,303136,02,111111,01,03,03,,,,,,,,,,,,,1,,1,TRANSPORTE PUBLICO POR MEDIO DE VEHICULO TAXI,55,PATRON VIRGINIO MARTINEZ,48,2,24903
01,035,1,5,30,028,0037,0163,303136,03,111111,01,02,06,,,,,,,,,,,,,1,,1,VIGILANCIA NOCTURNA Y DIURNA EN CENTRO COMERCIAL P,83,CENTRO COMERCIAL PLAZA LAS AMERICAS,54,2,24903
01,074,1,5,30,028,0037,0163,303136,04,111111,01,02,06,,,,,,,,,,,,,1,,5,VENTA DE COMESTIBLES EN TIENDA DE ABARROTES,71,ABARROTES CALIFORNIA,43,2,24903
01,045,1,5,30,028,0037,0163,303136,05,111111,01,07,05,3,CONTADOR PUBLICO,1,2,2,2,1,2,,,2,1,1,,1,"SUPERVISAR CONTABILIDAD, CONCILIACION Y ASESORIAS",61,CRR CONTADORES PUBLICOS,54,2,24903
01,049,2,5,30,028,0037,0750,303078,02,111111,02,03,02,,,,,,,,,,,,,1,,4,VENTA DE ANTOJITOS POR LA MA�ANA DE 8:00 A 16:00,52,NO TIENE NOMBRE,72,2,20190
01,050,2,5,30,028,0037,0750,303078,03,111111,02,02,04,,,,,,,,,,,,,1,,1,"LIMPIEZA CASAS, OFICINA MANUALMENTE",81,ARRENDADORA AUDIFRET MAZA,23,2,20190
01,053,2,5,30,028,0037,0750,303078,04,111111,01,02,06,,,,,,,,,,,,,1,,4,LAVADO DE ROPA O LIMPIEZA DE CASA DE FORMA MANUAL,82,NO TIENE NOMBRE,81,2,20190
01,043,1,5,30,028,0037,0750,303078,05,111111,01,02,05,,,,,,,,,,,,,1,,4,PEGAR TABIQUE LADRILLO CADENA CASTILLA LO HACE MAN,52,ALBA�IL  INDEPENDIENTE,23,2,25565
01,019,1,5,30,028,0037,0712,303149,01,111111,04,03,03,,,,,,,,,,,,,1,,1,AYUDANTE DE INSTALADOR DE PUERTAS AUTOMATICAS,54,PUERTAS AUTOMATICAS DE VERACRUZ,23,2,11470
01,018,1,5,30,028,0037,0712,303149,02,111111,02,04,02,2,BACHILLERATO GENERAL,1,,,,,1,1,2,,,4,5,,,,,,,11470
01,036,1,5,30,028,0037,0712,303149,03,111111,01,03,03,,,,,,,,,,,,,1,,1,VERVIDOR PUBLICO POLICIA PROTECCION AUXILIAR (SSIV,83,IPAC,54,2,11470
01,046,1,5,30,028,0037,0712,303149,04,111111,01,02,03,,,,,,,,,,,,,2,,4,HOJALATERO DE CARROS REPARA GOLPES EN LOS AUTOS,52,TALLER PROPIO DE HOJALATERIA,81,2,11470
01,027,2,5,30,028,0037,0712,303149,05,111111,02,02,02,,,,,,,,,,,,,5,5,,,,,,,32770
01,037,2,5,30,193,0001,2159,303169,01,111111,02,00,00,,,,,,,,,,,,,1,,4,LIMPIEZA GRAL. DE CASAS MANUALMENTE,82,TRABAJA POR SU CUENTA,81,2,21112
01,043,1,5,30,193,0001,2159,303169,02,111111,01,02,06,,,,,,,,,,,,,1,,1,DESPACHAR GASOLINA CON BOMBA DE GASOLINA,71,SERVICIO EL CAYO,46,1,26731
01,018,2,5,30,193,0001,2159,303169,03,111111,03,04,02,2,PREPARATORIA,1,,,,,1,2,2,,,4,5,,,,,,,21112
01,042,2,5,30,193,0001,2159,303169,04,111111,02,02,06,,,,,,,,,,,,,5,2,4,"LAVA ROPA AJENA, LO HACE EN LAVADORA Y MANUALMENTE",82,NO TIENE NOMBRE ES TRABAJADOR DOMESTICA,81,2,21112
01,034,2,5,30,193,0001,2159,303169,05,111111,02,03,01,,,,,,,,,,,,,5,5,,,,,,,21112
01,080,2,5,30,193,0001,0398,303198,01,111111,01,00,00,,,,,,,,,,,,,8,5,,,,,,,19094
01,035,2,5,30,193,0001,0398,303198,02,111111,02,03,03,,,,,,,,,,,,,8,5,,,,,,,19094
01,045,2,5,30,193,0001,0398,303198,03,111111,01,02,06,,,,,,,,,,,,,8,5,,,,,,,19094
01,042,2,5,30,193,0001,0398,303198,04,111111,02,00,00,,,,,,,,,,,,,5,5,,,,,,,19094
01,062,2,5,30,193,0001,0398,303198,05,111111,01,02,01,,,,,,,,,,,,,5,5,,,,,,,19094
01,025,1,5,30,193,0001,2322,303203,01,111111,01,04,03,2,PREPARATORIA,1,,,,,2,,,2,2,1,,1,"SEGURIDAD INTERNA DEL AEROPUERTO, DETECTOR DE META",61,COSICS,54,2,9445
01,043,2,5,30,193,0001,2322,303203,02,111111,02,04,03,2,PREPARATORIA,2,,,,,2,,,2,2,1,,1,LLEVA LA CONTABILIDAD GRAL. DE LA CENTRAL DE DOS,62,COMISION FEDERAL DE ELECTRICIDAD DOS BOCAS,22,2,7556
01,031,2,5,30,193,0001,2322,303203,03,111111,02,07,03,3,LICENCIATURA EN MEDICINA GRAL.,1,1,2,1,2,1,1,2,,,1,,1,ATENCION AL PUBLICO MONITORES VENTILADOR MECANICOS,11,SECRETARIA DE SALUD,62,1,7556
01,035,1,5,30,193,0001,2322,303203,04,111111,01,03,03,,,,,,,,,,,,,1,,1,INSPECTOR DE CONTENEDORES VACIOS CHECANDO LOS CONT,52,SERVICIOS DE LOGISTICA DE MEXICO,81,2,9445
01,030,2,5,30,193,0001,2322,303203,05,111111,02,07,04,3,CONTADOR PUBLICO,1,2,2,2,1,2,,,2,2,1,,1,CALCULAR IMPUESTOS ESTADOS FINANCIEROS POR MEDIO D,61,WORD TRAEDE CENTER VERACRUZ,53,2,7556
01,060,1,5,30,193,0001,042A,303262,01,111111,01,06,03,2,DIBUJANTE TECNICO (DIBUJO MECANICO),1,,,,,2,,,2,2,1,,1,SUPERVISOR DE PLANOS MECANICOS,51,DESARROLLO DE INGENIERIA S.A. DE C.V.,33,2,7540
01,057,2,5,30,193,0001,042A,303262,02,111111,02,03,03,,,,,,,,,,,,,1,,4,CAPACITACION DE DISTRIBUIDORAS DE COSMETICOS DE LA,71,JAFRA,46,2,7540
01,083,1,5,30,193,0001,042A,303262,03,111111,01,03,03,,,,,,,,,,,,,1,,4,VULCANIZADORA LEVANTAR PONCHES DE LLANTAS,52,NO TIENE NOMBRE,81,2,7540
01,019,2,5,30,193,0001,042A,303262,04,111111,04,07,01,3,LIC. CONTADURIA PUBLICA,1,2,2,2,1,1,2,2,,,4,5,,,,,,,7540
01,064,2,5,30,193,0001,042A,303262,05,111111,01,06,03,1,,,,,,,,,,,,6,5,,,,,,,7540
01,036,1,5,30,193,0001,1343,303269,01,111111,01,03,01,,,,,,,,,,,,,1,,1,VENTA AL PUBLICO DE VOCANTES Y CAMBIO DE ACEITE,71,ACEITES Y LUBRICANTES EL TIGRE,46,2,18599
01,060,1,5,30,193,0001,1343,303269,04,121112,01,06,03,2,MECANICO INDUSTRIAL,1,,,,,2,,,2,1,1,,4,MTTO. INDUSTRIAL MAESTRO INDUSTRIAL CON TORNOS,52,INDEPENDIENTE,81,2,18599
01,035,2,5,30,193,0001,1343,303269,04,221124,02,06,03,2,TECNICO ANALISTA EN SIST.,1,,,,,2,,,2,2,2,,4,COSTURA DE VESTIDO P/TODA  LA OCACION,52,DULCE'S BOUTIQUE,31,2,16105
01,022,2,5,30,193,0001,1343,303269,05,111111,04,07,04,3,CIENCIAS DE LA EDUCACION,2,2,2,2,1,2,,,2,1,8,5,,,,,,,16105
01,050,2,5,30,193,0001,0631,303011,01,111111,02,02,06,,,,,,,,,,,,,1,,4,VENDE TACOS DE CANASTA EN EL MERCADO HACE GUISADOS,52,NO TIENE NOMBRE ES VENDEDORA AMBULANTE Y DE SOBREP,46,2,19308
01,037,2,5,30,193,0001,0631,303011,02,111111,02,03,03,,,,,,,,,,,,,1,,4,VENTA DE ABARROTES POLLO Y VERDURA,71,LOS ZORROS DEL ATLAS,46,2,19308
01,032,1,5,30,193,0001,0631,303011,03,111111,01,03,02,,,,,,,,,,,,,1,,1,ENCARGADO DE PROCESOS DE ENVASADO DE CARNE ROJA,51,SALVA Y SABOR,43,2,24448
01,032,1,5,30,193,0001,0631,303011,04,111111,01,04,01,2,BACHILLERATO GRAL.,1,,,,,2,,,1,1,1,,1,ENCARGADO DE BAR DEPENDIENTE DE COMEDOR,81,RESTAURANTE LA PAGODA,72,2,24448
01,054,2,5,30,193,0001,0631,303011,05,111111,01,00,00,,,,,,,,,,,,,1,,4,VENDE ANTOJITOS PICADITAS Y TAMALES,52,TIENE SU PUESTO AFUERA DE SU CASA NO TIENE NOMBRE,72,2,19308
01,018,2,5,30,028,0037,0695,303297,01,111111,02,04,03,2,BACHILLERATO CON ADMINISTRACION,1,,,,,1,2,1,,,4,5,,,,,,,21519
01,040,1,5,30,028,0037,0695,303297,02,111111,03,00,00,,,,,,,,,,,,,1,,4,CLASIFICAR LA BASURA Y VENTA DE COSAS UTILES,72,SIN NOMBRE,56,2,27247
01,068,1,5,30,028,0037,0695,303297,03,111111,01,00,00,,,,,,,,,,,,,7,,,,,,,,27247
01,045,1,5,30,028,0037,0695,303297,05,111111,01,03,03,,,,,,,,,,,,,1,,1,BARRENDERA DEL MUNICIPIO DE BOCA DEL RIO,81,H. AYUNTAMIENTO DE BOCA DEL RIO,93,2,27247
01,020,1,5,30,193,0001,0129,303328,01,111111,03,03,03,,,,,,,,,,,,,1,,1,AYUDANTE DE COCINERO,54,BENIGANS,72,2,14575
01,033,2,5,30,193,0001,0129,303328,02,111111,01,07,04,3,LICENCIATURA CIENCIAS DE LA SALUD,1,2,2,2,2,1,2,2,,,1,,1,LIC. EN ENFERMERIA AREA DE CUIDADOS INTENSIVOS ADM,11,,62,1,12620
01,074,2,5,30,193,0001,0129,303328,03,111111,02,02,02,,,,,,,,,,,,,5,5,,,,,,,12620
01,030,1,5,30,193,0001,0805,303366,01,111111,01,06,02,3,TECNICO EN SISTEMAS COMPUTACIONALES,1,,,,,2,,,2,1,1,,1,ENCARGADO DEL DEPTO DE COMPUTO AREA DE CAPTURA,61,CONSULTORIA ADMVA. EN VENTAS,54,2,21463
01,019,1,5,30,193,0001,0805,303366,02,111111,04,04,03,2,BACHILLERATO,2,,,,,1,1,2,,,4,5,,,,,,,21463
02,026,1,5,30,193,0001,0805,303366,03,111111,01,07,05,4,,9,9,9,9,9,9,9,9,9,9,1,,9,,99,,99,9,0
01,028,2,5,30,193,0001,0805,303366,04,111111,01,06,02,2,SECRETARIADO CONTABLE,2,,,,,2,,,2,2,1,,4,VENDEDORA ZAPATO ANDREA,71,VENDEDORA INDEPENDIENTE DE CALZADO,46,2,18584
01,041,1,5,30,193,0001,0805,303366,05,111111,01,08,02,4,ING. PETROLERO,1,2,1,1,1,2,,,2,1,1,,1,TRANSPORTAR HIDROCARBUROS DEL POZO A LAS ESTACIONE,11,PETROLEOS MEXICANOS,48,1,21463
01,021,1,5,08,019,0001,3573,080515,01,111111,02,07,01,3,LICENCIADO EN ADMINISTRACION DE EMPRESAS,9,2,1,1,1,1,2,2,,,1,,1,"TECNICO, BANDA MUSICAL",12,BANDA CAUDAME�A,71,2,16860
01,056,2,5,08,019,0001,3573,080515,02,111111,01,02,06,,,,,,,,,,,,,8,5,,,,,,,9423
01,040,2,5,08,019,0001,3573,080515,03,111111,03,03,03,,,,,,,,,,,,,1,,1,JEFA DE COCINA,51,SORIANA,46,2,9423
01,037,1,5,08,019,0001,3573,080515,04,111111,01,07,05,3,INGENIERO INDUSTRIAL,1,2,1,1,1,2,,,2,1,1,,1,ENCARGADO DE LA SEGURIDAD INDUSTRIAL,61,SUPERVISOR,33,3,16860
01,044,2,5,08,019,0001,3573,080515,05,111111,02,02,06,,,,,,,,,,,,,8,5,,,,,,,9423
01,067,1,5,08,019,0001,3855,080517,01,111111,02,02,06,,,,,,,,,,,,,6,5,,,,,,,11465
01,020,2,5,08,019,0001,3855,080517,02,111111,02,03,03,,,,,,,,,,,,,8,5,,,,,,,28663
01,043,1,5,08,019,0001,3855,080517,03,111111,01,02,06,,,,,,,,,,,,,6,5,,,,,,,11465
01,042,2,5,08,019,0001,3855,080517,04,111111,01,02,01,,,,,,,,,,,,,6,5,,,,,,,28663
01,078,1,5,08,019,0001,1825,080518,01,111111,01,02,04,,,,,,,,,,,,,8,5,,,,,,,28541
01,026,1,5,08,019,0001,1825,080518,02,111111,01,02,05,,,,,,,,,,,,,1,,1,VENDE PERIODICO EN LAS CALLES,72,HERALDO DE CHIHUAHUA,51,3,28541
01,019,1,5,08,019,0001,1825,080518,03,111111,05,03,03,,,,,,,,,,,,,1,,1,FABRICACION DE ARNECES,53,ELECTROCOMPONENTES,33,2,28541
01,027,2,5,08,019,0001,1825,080518,04,111111,02,03,03,,,,,,,,,,,,,1,,1,FABRICACION DE ARNECES,51,LEAR,33,2,31136
01,024,2,5,08,019,0001,1825,080518,05,111111,03,02,06,,,,,,,,,,,,,5,1,4,VENTA DE PRODUCTOS JAFRA CASA POR CASA,72,JAFRA,46,2,31136
01,075,2,5,08,019,0001,3183,080533,01,111111,01,07,04,1,,,,,,,,,,,,6,5,,,,,,,7267
01,056,1,5,08,019,0001,3183,080533,02,111111,01,07,05,3,INGENIERO EN COMUNICACIONES Y ELECTRONICA,1,9,9,9,9,2,,,1,2,1,,1,SUPERVICION Y MANTENIMIENTO DE EQUIPO ELECTRONICO,11,MANPOWER,56,2,8720
01,072,2,5,08,019,0001,3183,080533,03,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,7267
01,065,2,5,08,019,0001,3183,080533,04,111111,01,06,03,2,CONTADOR PRIVADO,1,,,,,2,,,2,2,5,1,1,VENTA DE PRODUCTOS POR CATALOGO,71,AVON,46,3,7267
01,075,2,5,08,019,0001,3785,080535,03,111111,02,02,06,,,,,,,,,,,,,5,5,,,,,,,9940
01,074,2,5,08,019,0001,3785,080535,04,111111,02,02,06,,,,,,,,,,,,,1,,5,VENDEDORA DE ABARROTES,71,ABARROTES OFELIA,46,2,9940
01,060,2,5,08,019,0001,3785,080535,05,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,9940
01,050,2,5,08,019,0001,3357,080537,01,111111,01,07,04,3,LICENCIADA EN ADMINISTRACION,1,9,9,9,9,2,,,2,2,1,,1,JEFA DEL AREA DE RECURSOS HUMANOS,61,GOBIERNO DEL ESTADO,93,2,18404
01,056,1,5,08,019,0001,3357,080537,02,111111,01,07,04,3,INGENIERIA INDUSTRIAL MECANICA,1,2,1,1,1,2,,,2,2,1,,5,SUPERVICION COMPRA Y VENTA DE ALIMENTOS AL PUBLICO,81,SIBONEY,72,2,13803
01,059,1,5,08,019,0001,3357,080537,03,111111,01,06,03,2,TECNICO INDUSTRIAL,1,,,,,2,,,2,2,3,5,,,,,,,13803
01,025,1,5,08,019,0001,3357,080537,04,111111,03,07,03,3,CIENCIA COMUNICACION,2,2,2,2,2,1,2,2,,,4,5,,,,,,,13803
01,040,2,5,08,019,0001,3357,080537,05,111111,02,07,05,3,LICENCIADA EN DERECHO,1,2,2,2,2,2,,,2,2,1,,1,ELABORACION DE PROYECTOS EN SENTENCIAS,11,V. SALA CIVIL DEL SUPREMO TRIBUNAL DE JUSTICIA,93,2,18404
01,048,2,5,08,019,0001,2698,080570,01,111111,02,00,00,,,,,,,,,,,,,5,5,,,,,,,16019
01,057,1,5,08,019,0001,2698,080570,02,111111,02,02,03,,,,,,,,,,,,,5,5,,,,,,,28662
01,055,2,5,08,019,0001,2698,080570,05,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,16019
01,035,1,5,08,019,0001,3874,080571,01,111111,03,04,03,2,,1,,,,,2,,,2,1,1,,1,"OPERADOR DE MAQUINA, HACEN RINES DE ALUMINIO",53,SUPERIOR,33,2,17401
01,042,1,5,08,019,0001,3874,080571,02,111111,01,04,03,2,,1,,,,,2,,,2,1,1,,4,COMPRA Y VENTA CORTAR CARNE EN LA MAQUINA,52,CARNICERIA MU�OZ,46,2,17401
01,079,1,5,08,019,0001,3874,080571,03,111111,01,02,06,,,,,,,,,,,,,6,5,,,,,,,17401
01,038,1,5,08,019,0001,3874,080571,04,111111,03,02,06,,,,,,,,,,,,,1,,1,INSTALADOR DE LONAS DE PUBLICIDAD,52,SERIGRAFIA.COM,32,2,17401
01,025,1,5,08,019,0001,3874,080571,05,111111,03,07,04,3,ECOLOGIA,1,2,1,1,1,1,,1,,,1,,1,"COORDINADOR DE LA GENTE, DESARROLLO COMUNITARIO",21,CONSEJO ECO REGIONAL,93,2,17401
01,057,2,5,08,019,0001,6436,080575,01,111111,01,02,03,,,,,,,,,,,,,5,5,,,,,,,32685
01,051,2,5,08,019,0001,6436,080575,02,111111,02,02,06,,,,,,,,,,,,,1,,1,COCINA,52,GORDITAS CHIHUA,72,2,32685
01,034,1,5,08,019,0001,6436,080575,03,111111,01,03,03,,,,,,,,,,,,,1,,1,LIMPIEZA DE LAS INSTALACIONES,81,TEC I CHIHUAHUA,61,1,36771
01,048,1,5,08,019,0001,6436,080575,04,111111,01,02,06,,,,,,,,,,,,,1,,4,VENDE ELOTES,71,NO TIENE,46,2,36771
01,043,2,5,08,019,0001,6436,080575,05,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,32685
01,018,2,5,08,019,0001,5029,080609,01,111111,04,06,02,2,LABORATORISTA QUIMICA,1,,,,,1,2,1,,,4,5,,,,,,,15680
01,065,2,5,08,019,0001,5029,080609,02,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,15680
01,045,1,5,08,019,0001,5029,080609,03,111111,02,07,04,3,ING. QUIMICO,1,2,2,1,1,2,,,2,1,1,,1,VENDER CILINDROS DE GAS BUTANO,71,HIDROGAS,46,2,31360
01,024,2,5,08,019,0001,5599,080613,01,111111,02,07,04,3,ING EN ECOLOGIA,1,2,2,1,1,1,2,1,,,1,,1,COLOCA CREDITO HIPOTECARIO,62,BANORTE,52,2,20553
01,033,2,5,08,019,0001,5599,080613,03,111111,02,07,04,3,ADMINISTRACION DE EMPRESAS,2,2,2,2,1,2,,,9,9,5,5,,,,,,,20553
01,040,1,5,08,019,0001,5599,080613,05,111111,01,07,05,3,INGENIERO METALURGIO,1,9,9,9,9,1,2,2,,,1,,1,ADMINISTRACION DEL DEPARTAMENTO,21,SUPERIOR INDUSTRIAS DE MEXICO,31,1,41105
01,037,2,5,08,019,0001,5616,080646,01,111111,02,02,06,,,,,,,,,,,,,5,5,,,,,,,9913
01,024,2,5,08,019,0001,5616,080646,02,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,9913
01,024,1,5,08,019,0001,5616,080646,03,111111,04,07,04,3,INGENIERIA EN SISTEMAS COMPUTACIONALES,1,9,9,9,9,2,,,2,2,1,,1,IMPLEMENTAR SOFTWARE A TODO EL PAIS,11,CONSULTORIA CERPRO,51,3,17736
01,050,2,5,08,019,0001,5616,080646,04,111111,01,06,02,1,,,,,,,,,,,,1,,1,AYUDANTE GENERAL EN UNA ESTETICA,12,DURIDIANA,81,2,9913
01,037,1,5,08,019,0001,5616,080646,05,111111,01,07,04,3,ING. ECOLOGIA,1,1,2,1,1,2,,,1,2,1,,1,SUPERVISOR ADMINISTRATIVO,11,ALTEC I Y II,33,1,17736
01,029,1,5,08,019,0001,2310,080663,01,111111,01,04,03,2,ELECTROMECANICA,1,,,,,2,,,9,1,1,,1,VIGILAR Y CUIDAR LAS INSTALACIONES DE FERROMEX,83,,99,2,16948
01,052,1,5,08,019,0001,2310,080663,02,111111,01,02,06,,,,,,,,,,,,,1,,1,CHOFER DE AUTOMOVIL PARTICULAR,55,JOYERIA EL MARFIL,46,2,16948
01,065,1,5,08,019,0001,2310,080663,03,111111,01,07,06,1,,,,,,,,,,,,1,,1,FUNCIONES LITURJICAS O SACERDOTALES,12,DIOSESIS,81,1,16948
01,041,2,5,08,019,0001,2310,080663,04,111111,02,06,03,2,CAPTURISTA DATOS,2,,,,,2,,,2,1,1,,1,,62,,46,2,25422
01,050,1,5,08,019,0001,2310,080663,05,111111,02,02,06,,,,,,,,,,,,,1,,1,CHOFER DE TAXI,55,SITIO CENTRAL CAMIONERA,48,2,16948
01,043,1,5,08,019,0001,3728,080674,01,111111,01,02,02,,,,,,,,,,,,,8,5,,,,,,,18644
01,033,2,5,08,019,0001,3728,080674,02,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,55932
01,023,1,5,08,019,0001,3728,080674,03,111111,03,03,03,,,,,,,,,,,,,1,,1,VENDE LECHE Y SUS DERIVADOS,71,ZARAGOZA II,31,2,18644
01,026,1,5,08,019,0001,3728,080674,04,111111,01,02,06,,,,,,,,,,,,,1,,2,HECHAN LOSAS CON BOMBA,52,NO TIENE NOMBRE,32,2,18644
01,048,1,5,08,019,0001,3728,080674,05,111111,01,02,06,,,,,,,,,,,,,1,,1,FABRICA CASAS LO HACE MANUALMENTE,52,NO TIENE,23,2,18644
01,037,1,5,08,019,0001,621A,080728,01,111111,01,03,01,,,,,,,,,,,,,1,,1,FUNDICION DE FIERRO,52,NO TIENE,33,2,17490
01,030,2,5,08,019,0001,2132,080728,02,111111,02,02,06,,,,,,,,,,,,,5,5,,,,,,,9775
01,035,2,5,08,019,0001,386A,080765,01,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,9276
01,077,2,5,08,019,0001,386A,080765,02,111111,02,02,03,,,,,,,,,,,,,8,5,,,,,,,9276
01,035,2,5,08,019,0001,386A,080765,03,111111,03,06,01,2,CARRERA TECNICA,9,,,,,2,,,9,9,1,,1,COCINA TODO TIPO DE COMIDA,52,SUMITOMO,99,3,9276
01,046,2,5,08,019,0001,386A,080765,04,111111,02,03,03,,,,,,,,,,,,,5,5,,,,,,,9276
01,048,2,5,08,019,0001,386A,080765,05,111111,02,07,04,3,DOCENTE,1,2,1,1,1,2,,,2,2,1,,1,CAPACITAR A JOVENES,61,CONAFE,61,1,9276
01,040,1,5,08,019,0001,5847,080828,01,111111,01,07,03,3,LICENCIATURA EN SISTEMAS,2,9,9,9,9,2,,,2,1,1,,1,EN DEPARTAMENTO DE RECURSOS HUMANOS REALIZA LAS NO,61,DELEGACION ISSTE,93,3,7763
01,038,1,5,08,019,0001,5847,080828,02,111111,02,09,02,4,HIDROGEOLOGIA,1,1,1,1,1,2,,,2,2,3,5,,,,,,,7763
01,020,1,5,08,019,0001,5847,080828,03,111111,01,06,03,2,TECNICO EN ELECTRONICA,1,,,,,2,,,2,1,1,,1,DIAGNOSTICO DE TELEFONOS CELULARES,12,FOSCOP,33,1,7763
01,038,2,5,08,019,0001,5847,080828,04,111111,02,07,04,3,LIC. EDUCACION PRIMARIA,1,2,2,2,1,2,,,2,1,1,,1,DOCENTE,13,GOBIERNO ESTADO,61,2,18632
01,061,2,5,08,019,0001,1100,080831,01,111111,02,02,06,,,,,,,,,,,,,5,5,,,,,,,10028
01,035,2,5,08,019,0001,1100,080831,02,111111,02,03,02,,,,,,,,,,,,,4,5,,,,,,,10028
01,050,2,5,08,019,0001,1100,080831,03,111111,01,07,04,2,EN FARMACIA GENERAL,1,1,1,1,2,2,,,2,1,8,5,,,,,,,10028
01,072,2,5,08,019,0001,1100,080831,04,111111,02,02,06,,,,,,,,,,,,,5,5,,,,,,,10028
01,054,2,5,08,019,0001,1882,080890,01,111111,02,02,03,,,,,,,,,,,,,5,5,,,,,,,20754
01,038,2,5,08,019,0001,1882,080890,02,111111,01,03,03,,,,,,,,,,,,,1,,1,REGISTRA ENTRADAS Y SALIDAS DE PAQUETERIA,62,OMNICARGA,48,2,20754
01,063,1,5,08,019,0001,1882,080890,03,111111,01,02,03,,,,,,,,,,,,,1,,4,VENTA DE ABARROTES EN NEGOCIO PROPIO,71,ABARROTES LIZ,46,2,62262
01,020,2,5,08,019,0001,1882,080890,05,111111,10,07,01,3,TECNICO SUPERIOR UNIVERSITARIO EN COMERCIALIZACION,1,9,9,9,9,1,2,1,,,1,,1,CAJERA (SUPERVISA LA VENTA DE PRODUCTOS AL PUBLICO,62,SORIANA,46,2,20754
01,041,2,5,08,019,0001,6510,080896,01,111111,02,03,03,,,,,,,,,,,,,1,,1,ELABORA ARNECES MANUALMENTE,53,LABINAL,33,2,13082
01,027,1,5,08,019,0001,6510,080896,02,111111,01,07,04,3,INGENIERIA ELECTRICA,1,9,9,9,9,2,,,1,2,1,,1,ING DE VENTAS DE EQUIPO ELECTRICO,71,SUMINISTROS AR,43,2,23406
01,055,2,5,08,019,0001,6510,080896,03,111111,01,06,03,2,SECRETARIADO,1,,,,,2,,,2,2,1,,1,SUPERVICION GENERAL DE LA SUCURSAL,21,POLLO FELIZ,72,2,13082
01,026,2,5,08,019,0001,6510,080896,04,111111,02,03,03,,,,,,,,,,,,,1,,1,FABRICACION DE TECLADO PARA CELULARES,51,SUNARROW,33,2,13082
01,036,1,5,08,019,0001,6510,080896,05,111111,01,06,03,2,SOLDADURA INDUSTRIAL,1,,,,,2,,,2,1,1,,5,SUPERVISA COMPRA VENTA EN GENERAL DE LA EMPRESA,21,POLINO,33,2,23406
01,021,2,5,18,017,0001,1398,180012,01,111111,02,07,04,3,CONTADURIA,1,2,2,2,1,1,2,2,,,4,5,,,,,,,2445
01,040,1,5,18,017,0001,1398,180012,02,111111,03,07,01,3,LIC. CONTADURIA,2,2,2,2,1,2,,,2,2,3,5,,,,,,,2317
01,053,1,5,18,017,0001,1398,180012,03,111111,01,07,01,3,FILOSOFIA,2,2,1,1,1,2,,,2,1,8,5,,,,,,,2317
01,022,1,5,18,017,0001,1398,180012,04,111111,01,07,03,3,LIC. EN ENFERMERIA,1,1,1,1,1,1,2,2,,,4,5,,,,,,,2317
01,035,1,5,18,017,0001,1398,180012,05,111111,01,03,03,,,,,,,,,,,,,1,,2,CARGA Y DESCARGA DE COSTALES DE CENIZA Y LOS TRANS,55,INGENIO EL MOLINO,31,2,2317
01,035,2,5,18,017,0001,1330,180038,01,111111,02,06,03,2,SECRETARIA,1,,,,,2,,,2,2,1,,1,"PREPARA OFICIOS, ATIENDE TELEFONO EN OFICINA DE VI",62,UNIVERSIDAD AUTONOMA DE NAYARIT,61,2,2039
01,055,2,5,18,017,0001,1330,180038,02,111111,02,02,05,,,,,,,,,,,,,5,1,4,COMPRA VENTA DE DULCES Y REFRESCOS Y PREPARA EN FO,71,NO TIENE NOMBRE,46,2,2039
