"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,1","DEGVIV,C,1","NUMREN,C,2","NIVELINS,C,2","APOBO,C,2","CODCARR,C,3","ESPE,C,50","ANTESCO,C,1","BIOLOGIA,C,1","FISICA,C,1","QUIMICA,C,1","MATEMA,C,1","TIPOESC,C,1","EDADULG,C,2","ACTESTUDI,C,1","CIENTIF1,C,1","INGEN1,C,1","CIENTIF2,C,1","INGEN2,C,1","CONDACT,C,1","VERIDACT,C,1","POSDOCU,C,1","TAROFUN,C,70","OCUPACION,C,2","ESPECI,C,60","NODUNIECO,C,60","ACTIECO,C,2","ESPECIF,C,60","ACTICIEN,C,1","LLAVE,C,23"
4,20,067,0001,1448,200055,05,1,1,01,07, 5,342,LICENCIATURA EN ODONTOLIGIA,3,1,2,1,1,1,30,2,,,1,2,1,,1,"DAR CLASES, TOMAR LISTA, REALIZAR PRACTICAS CON LOS ALUMNOS, APLICAR E",13,CATEDRATICO ( LA MATERIA DE METODOLOGIA DE LA CIENCIA ),UABJO (FACULTAD DE ODONTOLOGIA),61,A LA OMPARTICION DE EDUCACION MEDIA SUPERIOR Y SUPERIOR EN D,1,20067000114482000550511
4,20,067,0001,1791,200312,01,1,1,02,00, 0,,,,,,,,,,,,,,,5,5,,,,,,,,,20067000117912003120111
4,20,067,0001,1791,200312,02,1,1,03,02, 6,,,,,,,,,,,,,,,5,5,,,,,,,,,20067000117912003120211
4,20,067,0001,1791,200312,03,1,1,03,06, 3,186,SECRETARIADO EJECUTIVO,2,,,,,1,17,2,,,2,2,1,,1,"REALIZAR PAFOS A DIFERENTES PROVEEDORES ARCHIVAR, CAPTURAR TODA LA INF",62,ANALISTA ADMINISTRATIVO,SCT SECRETERIA DE COMUNICACIONES Y TRANSPORT,93,ADMINISTRAR LOS SERVICIOS FEDERALES DE COMUNICACIONES ELECTR,1,20067000117912003120311
4,20,067,0001,1791,200312,04,1,1,01,02, 6,,,,,,,,,,,,,,,5,5,,,,,,,,,20067000117912003120411
4,20,067,0001,1895,200142,01,1,1,02,03, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,20067000118952001420111
4,20,067,0001,1895,200142,02,1,1,03,03, 3,,,,,,,,,,,,,,,1,,1,"AJUSTE, AFINACIONES, CHEQUEO EN GENERAL DE CARROS DIESEL",52,MECANICA EN DIESEL CARROS GRANDES,TALLER MECANICO SIN NOMBRE,81,REPARACION DE CARROS DIESEL,2,20067000118952001420211
4,20,067,0001,1895,200142,03,1,1,03,07, 1,392,LIC. EN ADMINISTRACION DE EMPRESAS,3,1,1,1,1,1,26,1,1,2,,,1,,1,"DAR INFORMACION A LOS CLIENTES, CAPTURAR Y ARCHIVAR DOCUMENTOS",21,ADMINISTRADORA DE UNA INSTITUCION DE CREDITO,25 DE ENERO CREDITO FINANCIEROS,54,"INVESTIGACION, SUPERVISION Y AUTORIZACION DE CREDITOS FINANC",2,20067000118952001420311
4,20,067,0001,1895,200142,04,1,2,02,02, 6,,,,,,,,,,,,,,,1,,5,VISITAR PERSONAS QUE SE INTERESEN EN VENDER ALGUN PRODUCTO DE LIMPIEZA,71,PROMOTORES DE VENTAS,SIN NOMBRE,46,VENDE PRODUCTOS DE POLICARBONATO TIPO TOPPERS,2,20067000118952001420412
4,20,067,0001,1895,200142,04,2,2,01,00, 0,,,,,,,,,,,,,,,1,,4,"COMPRA, ACOMODADOR Y VENDER LAS VERDURAS",71,VENDE VERDURAS,NEGOCIO SIN NOMBRE,46,A LA COMPRA Y VENTA DE VERDURAS AL PORMENOR,2,20067000118952001420422
4,20,067,0001,1895,200142,05,1,1,02,07, 5,393,LIC. EN CONTADURIA PUBLICA,3,2,2,2,1,1,34,2,,,2,2,1,,4,ORGANICA Y COORDINAR AL PERSONAL DE OFICINA Y CHECAR INCIDENCIAS,61,ADMINISTRATIVO DE PERSONAL,DIDEICO S.A PUBLICIDAD,54,PROMOVER EMPRESAS Y PRODUCTOS NUEVOS COMERCIALIZARLOS PRODUC,2,20067000118952001420511
4,20,067,0001,1965,200311,01,1,1,08,02, 3,,,,,,,,,,,,,,,1,,3,"HACE MEZCLA PARA CONCRETO, CARGA LADRILLOS PEGA LADRILLOS, AZULEJOS.",52,ALBAÑIL,NO TIENE NOMBRE,23,"CONSTRUYE CASAS Y REPARACION DE INMUEBLES, RESTAURACION",2,20067000119652003110111
4,20,067,0001,1965,200311,02,1,2,02,02, 6,,,,,,,,,,,,,,,5,5,,,,,,,,,20067000119652003110212
4,20,067,0001,1965,200311,02,2,2,01,02, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,20067000119652003110222
4,20,067,0001,1965,200311,03,1,2,01,07, 3,374,LIC. EN DERECHO,3,2,2,2,2,1,20,2,,,2,2,1,,1,"LIMPIA MESAS, LEVANTA LA ORDEN, SIRVE COMIDA COBRA AL CLIENTE",81,MESERO,FONDA MEXICANA,72,"A LA PREPARACION Y VENTA DE COMIDA, PARA SU CONSUMO INMEDIAT",2,20067000119652003110312
4,20,067,0001,1965,200311,03,2,2,03,03, 3,,,,,,,,,,,,,,,1,,1,"HACE LIMPIEZA, BARRE, TRAPEA LAVA PLATOS",82,EMPLEADA DOMESTICA,SIN NOMBRE,81,"LIMPIAR, BARRE TRAPEA LOS PISOS, LAVA PLATOS.",2,20067000119652003110322
4,20,067,0001,1965,200311,04,1,1,02,03, 2,,,,,,,,,,,,,,,5,5,,,,,,,,,20067000119652003110411
4,20,067,0001,1965,200311,05,1,1,02,02, 6,,,,,,,,,,,,,,,1,,4,"COMPRA, PREPARA EL NIXTAMAL LO LLEVA MOLINO PARA HACER TORTILLAS Y VEN",52,TORTILLERIA,SIN NOMBRE,31,"A LA ELABORACION, PREPARACION Y VENTA DE TORTILLAS EN SU CAS",2,20067000119652003110511
4,20,091,0001,0021,200371,01,1,1,02,04, 3,,,,,,,,1,18,2,,,2,2,1,,1,"ELABORA FACTURAS, ORDENAR, CAPTURAR Y ARCHIVAR LAS MISMAS.",62,AUXILIAR ADMINISTRATIVO,CONSTRUCTORA RODS PROYECTOS Y CONSTRUCCIONES S.A DE C.V,23,"PLANEACION, DISEÑO Y CONSTRUCCION DE CASAS",2,20091000100212003710111
4,20,091,0001,0021,200371,02,1,1,01,07, 6,393,LIC. EN CONTADURIA PUBLICA,3,2,2,2,1,1,23,2,,,1,2,5,5,,,,,,,,,20091000100212003710211
4,20,091,0001,0021,200371,03,1,1,03,07, 4,392,LIC. EN ADMINISTRACUION DE EMPRESAS,3,1,1,1,1,2,21,2,,,2,1,1,,1,"CONTESTAR TELEFONO, ATENDER A LOS HUESPEDES HACER RESERVACIONES",62,RECEPCION DE UN HOTEL,HOTEL CASA VERTIZ,72,SERVICIOS DE HOTELERIA Y ALIMENTOS Y BEBIDAS,2,20091000100212003710311
4,20,091,0001,0074,200371,04,1,1,02,02, 4,,,,,,,,,,,,,,,5,5,,,,,,,,,20091000100742003710411
4,20,091,0001,0074,200371,05,1,1,01,02, 3,,,,,,,,,,,,,,,1,,3,"CARGA TABIQUES, PEGAR TABIQUES ACARREAR ARENA, CARGAR BULTOS DE CEMENT",54,PEON DE ALBAÑIL,SIN NOMBRE,23,CONSTRUCCION DE CASAS,2,20091000100742003710511
4,20,107,0001,0080,200223,01,1,1,02,04, 3,,,,,,,,1,17,2,,,1,1,1,,4,COMPRA VENTA DE REFRESCOS Y CERVEZAS,71,COMERCIANTE,DEPOSITO DE SAN ANTONIO,46,VENTA DE PRODUCTOS EMBOTELLADOS,2,20107000100802002230111
4,20,107,0001,0080,200223,02,1,1,02,02, 6,,,,,,,,,,,,,,,1,,1,"COMPRA VERDURA, PREPARA LA COMIDA Y RECOJE LA MESA Y LAVA LOS PLATOS",52,COCINERO,SIN NOMBRE,81,COCINERA EN UNA CASA PARTICULAR,2,20107000100802002230211
4,20,107,0001,0080,200223,03,1,1,01,02, 5,,,,,,,,,,,,,,,1,,4,PONE4R NIXTAMAL LLEVAR Y HACER TORTILLA Y VENDERLAS,52,TORTILLERA,SIN NOMBRE,31,PREPARAR Y VENDER TORTILLAS EN SU CASA,2,20107000100802002230311
4,20,107,0001,0080,200223,04,1,1,03,07, 4,393,LIC. EN CONTADURIA PUBLICO.,3,2,2,2,1,1,22,1,2,2,,,1,,1,RECIBIR COMPREBACIONES DE LOS GASTOS Y CONTABILIZAR LOS PARA INTEGRARL,11,AUXILIAR CONTABLE,INSTITUTO ESTATAL DE EDUCACION PARA LOS ADULTOS,61,BRINDA SERVISDIO DE ALFABETIZACION A LOS ADULTOS,2,20107000100802002230411
4,20,107,0001,0080,200223,05,1,1,02,02, 2,,,,,,,,,,,,,,,5,5,,,,,,,,,20107000100802002230511
4,20,157,0001,0063,200070,01,1,1,01,02, 6,,,,,,,,,,,,,,,1,,6,,,,,,,,20157000100632000700111
4,20,157,0001,0063,200070,02,1,1,02,03, 3,,,,,,,,,,,,,,,1,,1,"SUPERVISA A LOS EMPLEADOS, COBRA, ELABORA LOS PRESUPUESTOS, REVISA Y A",71,SECRETARIA,TECNO CRISTALES Y ALUMINIOS DE OAXACA,46,VENDER Y COLOCACION DE VIDRIO Y CANCELERIA DE ALUMINIO,2,20157000100632000700211
4,20,157,0001,0063,200070,03,1,1,02,07, 5,392,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,3,2,2,2,1,2,27,2,,,2,2,5,5,,,,,,,,,20157000100632000700311
4,20,157,0001,0063,200070,04,1,1,01,04, 3,,,,,,,,2,20,2,,,2,2,1,,5,ADMINISTRADOR Y CONTRATA PERSONAL PARA SU PROPIO RESTAURANT,21,GERENTE GENERAL,RESTAURANT LA CASA DEL ABUELO,72,A LA ELABORACION Y VENTA DE ALIMENTOS Y BEBIDAS CONSUMO IMED,2,20157000100632000700411
4,20,157,0001,0063,200070,05,1,1,02,07, 5,393,LICENCIATURA EN CONTADURIA PUBLICA,3,1,1,1,1,2,23,2,,,2,2,1,,5,COMPRA Y VENTADE HUEVOS DE GALLINA,21,GERENTE GENERAL,COLMENARES HERNANDEZ S.A. DE C.V.,43,COMPRA DE HUEVOS DE GALLINA PARA SU VENTA YA SEA AL MAYOREO,2,20157000100632000700511
4,20,385,0001,0088,200025,02,1,1,02,02, 6,,,,,,,,,,,,,,,5,1,4,"COMPRA Y VENTA DE ABARROTES, EN GENERAL",71,VENDEDORA DE ABARROTES,SIN NOMBRE,46,A LA COMPRA Y VENTA DE ABARROTES AL PORMENOR,2,20385000100882000250211
4,20,385,0001,0088,200025,03,1,1,02,02, 2,,,,,,,,,,,,,,,5,5,,,,,,,,,20385000100882000250311
4,20,385,0001,0088,200025,04,1,1,02,02, 1,,,,,,,,,,,,,,,5,5,,,,,,,,,20385000100882000250411
4,20,385,0001,0088,200025,05,1,1,01,07, 5,331,LICENCIATURA EN INGENIERO AGRONOMO,3,1,1,1,1,1,24,2,,,2,2,1,,1,"ELAVORA PROYECTOS, DIAGNOSTICO PARA AYUDAR AL CAMPO Y PESCA.",11,TECNICO PROFEMOR (PROGRAMA DE FERTALECIAMIENTO PARA PROYECTO,SEDER (SECRETARIA DE DESARROLLO RURAL ),54,BRINDA ASESORIA Y APOYOS TECNICOS Y FINANCIEROS PARA EL DESA,2,20385000100882000250511
4,20,385,0001,0266,200392,01,1,1,02,02, 6,,,,,,,,,,,,,,,1,,4,"COMPRA LIGAS, DONAS, PINZAS, PASADORES PARA EL CABELLO Y LOS VENDE",72,VENDEDORA AMBULANTE,SIN NOMBRE,46,COMPRA AL MAYOREO ACCESORIOS PARA EL CABELLO Y LOS VENDE AL,2,20385000102662003920111
4,20,385,0001,0266,200392,02,1,1,01,07, 5,393,LIC. EN CONTADURIA PUBLICA,3,2,2,2,1,1,23,2,,,1,2,1,,1,"ORGANIZAR EL PERSONAL, REALIZAR PEDIDOS ATENCION AL CLIENTE Y PAPELERI",61,ENCARGADO DE SECURSAL,FARMACIA OMEGA,46,VENTA DE MEDICAMENTOS Y PERFUMERIA,2,20385000102662003920211
4,20,385,0001,0266,200392,03,1,1,02,06, 3,186,SECRETARIADO COMERCIAL,2,,,,,2,20,2,,,1,1,1,,1,"CAPTURAR FACTURAR, VALES DE COMBUSTIBLE ENTREGAR TODAS LAS FACTURAS A",62,ANALISTA 13,SECODAM SECRETARIA DE CONTRALORIA Y DESARROLLO,93,SUPERVISAR Y CONTROLAR EL PRESUPUESTO PUBLICO EMITIDO POR EL,2,20385000102662003920311
4,20,385,0001,0266,200392,04,1,1,01,08, 1,574,ESPECIALIDAD EN CONSTITUCIONAL,4,2,2,2,2,1,36,2,,,1,1,1,,4,LITIGAR EN CASO CIVILES MERCANTILES PENALES,11,LIC. EN DERECHO ABOGADO,BUFFETTE INDEPENDIENTE SIN NOMBRE,54,A RESOLVER ASUNTOS JURIDICOS LEGALES,2,20385000102662003920411
4,20,385,0001,0266,200392,05,1,1,02,07, 3,393,LIC. EN CONTADURIA PUBLICA,3,2,2,2,1,1,21,2,,,2,1,1,,1,"COMPRAR MATERIALES PARA CONSTRUCION PAGAR LAS FACTURAS, CAPTURALAS Y A",61,ENCARGADA DE COMPRAS,ACABADOS VENECIA S.A DE C.V.,46,COMPRA-VENTA DE MATERIAL PARA CONSTRUCCION,2,20385000102662003920511
4,20,385,0001,0285,200031,01,1,1,01,04, 3,,,,,,,,1,19,2,,,1,2,1,,1,COBRALES A LOS CLIENTES QUE ADQUIRIERON ALGUN ARTICULO DEL HOGAR CADA,61,JEFE DE COBRANZA,MUEBLERIA CITLALI,46,A LA COMPRA Y VENTA DE MUEBLES Y LINEA BLANCA PARA EL HOGAR,2,20385000102852000310111
4,20,385,0001,0285,200031,02,1,1,01,02, 6,,,,,,,,,,,,,,,2,,3,"HA PREPARAR MESCLA, LE AYUDA AL MAESTRO ALBAÑIL A PEGAR TABIQUE, CARGA",54,CHALAN DE ALBAÑIL,SIN NOMBRE,23,HACER CONSTRUCCION DE CASAS,2,20385000102852000310211
4,20,385,0001,0285,200031,03,1,1,06,02, 5,,,,,,,,,,,,,,,5,5,,,,,,,,,20385000102852000310311
4,20,385,0001,0285,200031,04,1,1,01,03, 3,,,,,,,,,,,,,,,1,,1,"MANTENIMIENTO A MAQUINARIA PESADA, MANEGAR UNA CAMIONETA DE 3 TONELADA",55,CHOFER DE UNA CAMIONETA,CAMINOS Y AEROPISTAS DE OAXACA,23,A LA CONSTRUCCION DE CAMINOS Y AEROPISTAS DEL ESTADO,2,20385000102852000310411
4,20,385,0001,0285,200031,05,1,1,04,04, 3,,,,,,,,1,18,2,,,1,2,1,,1,"DAR CLASES A LOS NIÑOS TOMAR, CALIFICAR LOS EXAMENES, REVISAR LAS TARE",13,MAESTRA DE EDUCACION PRIMARIA,SEP ESCUELA PRIMARIA BENITO JUAREZ,61,CREAR Y VIGILAR EL DESARROLLO DE LOS PROGRAMAS EDUCATIVOS,2,20385000102852000310511
4,20,390,0001,0073,200263,01,1,1,01,07,5,403,LICENCIATURA EN PEDAGOGIA EN EDUCACION PRIMARIA,3,9,9,9,9,1,35,2,,,2,1,1,,1,ORGANIZAR Y ADMINISTRAR EL TRABAJO CONJUNTO CON LOS DIRECTORES,61,SUPERVISOR ESCOLAR,IEEPO,61,REALIZA LA PLANEACION DESARROLLO Y ADMINISTRACION DE PROGRAM,1,20390000100732002630111
4,20,390,0001,0073,200263,02,1,1,01,03, 3,,,,,,,,,,,,,,,1,,1,MANEJAR UN COCHE DE TAXI RECOGER PERSONAS,55,CHOFER DE UN TAXI,SITIO GIGANTE,48,A DAR SERVICIOS DE TRANSPORTE PUBLICO,2,20390000100732002630211
4,20,390,0001,0073,200263,03,1,1,01,04, 3,,,,,,,,1,18,2,,,2,2,1,,4,HACER DUPLICADOS DE LLAVES PONER Y ARREGLAR CHAPAS DE PUERTAS Y CARROS,52,CERRAJERO,CARRAJERIA CANTERA,81,ARREGLAR CHAPAS DE PUERTAS Y CARROS EN GRAL. SACAR DUPLICADO,2,20390000100732002630311
4,20,390,0001,0073,200263,05,1,1,03,07, 5,393,LIC. EN CONTADURIA  Y FANAZAS,3,2,2,2,1,2,24,2,,,2,2,1,,1,LLEVAR LA CONTABILIDAD Y ADMINISTRACION DE PEDIDOS DE MATERIALES PARA,21,GERENTE ADMINISTRATIVO,DE CONCRETO S.A. DE C.V.,32,FABRICAN MATERIAL PARA LA CONSTRUCCION DE CASAS,2,20390000100732002630511
4,20,390,0001,0105,200154,01,1,1,02,00, 0,,,,,,,,,,,,,,,5,5,,,,,,,,,20390000101052001540111
4,20,390,0001,0105,200154,02,1,1,01,07, 5,391,LICENCIATURA EN ECONOMIA,3,2,2,2,1,1,23,2,,,1,2,1,,1,SUPERVICION Y ASESORIAMIENTO PARA PRESTAMOS EN DINERO EN EFECTIVO PARA,61,COORDINADOR DE AREA FINANCIERA,FEDERACION ATLANTICO PASIFICO (FINANCIERA),54,A LA INVESTIGACION Y AUTORIZACION ASI COMO LA SUPERVICIO DE,2,20390000101052001540211
4,20,390,0001,0105,200154,03,1,1,08,03, 3,,,,,,,,,,,,,,,1,,1,"ATIENDE A LAS PERSONAS, LES PIDEN LA ORDEN, SIRVE,COBRA, LIMPIA LAS ME",81,MESERO,RESTAURANT LOS DANZANTES,72,A PREPARAR Y VENDER ALIMENTOS Y BEBIDAS AL CONSUMO INMEDIATO,2,20390000101052001540311
4,20,390,0001,0105,200154,04,1,1,02,04, 3,,,,,,,,1,19,2,,,2,2,1,,1,CAPACITACION A PROMOTORES EDUCATIVOS A NIVEL PRIMARIA,13,FORMADORA REGIONAL DE EDUCACION INICIAL,SEP,93,CREAR Y VIGILAR EL DESARROLLO DE LOS PROGRAMAS EDUCATIVOS,2,20390000101052001540411
4,20,390,0001,0105,200154,05,1,1,03,07, 5,374,LICENCIATURA EN DERECHO,3,2,1,2,1,1,27,2,,,2,2,2,,1,"ELAVORA CONASTANCIAS DE LOS ALUMNOS PASA CALIFICACION AL SISTEMA, RECI",62,SECRETARIA,UABJO ESCUELA DE CIENCIAS QUIMICAS,61,A LA IMPARTICION A NIVEL SUPERIOR EN DIFERENTES AREAS,1,20390000101052001540511
4,20,390,0001,0181,200360,01,1,1,01,00, 0,,,,,,,,,,,,,,,1,,2,LABAR ROPA Y LA TIENDE PARA QUE SE SEQUE,82,LABADERA,SIN NOMBRE,81,LABAR ROPA AGENA,2,20390000101812003600111
4,20,390,0001,0181,200360,02,1,1,02,03, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,20390000101812003600211
4,20,390,0001,0181,200360,03,1,1,02,02, 6,,,,,,,,,,,,,,,5,5,,,,,,,,,20390000101812003600311
4,20,390,0001,0181,200360,05,1,1,02,03, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,20390000101812003600511
4,20,390,0003,0209,200155,01,1,1,02,05, 4,711,NORMAL BASICA,2,,,,,1,20,2,,,1,2,2,,1,"PREPARA E IMPARTE CLASES, PASA LISTA, APLICA EXAMEN, CHECA TAREAS.",13,PROFESORA DE EDUCACION PRIMARIA,"SEP (IIIEPO) ESCUELA PRIMARIA URBANA FEDERAL ""21 DE AGOSTO""",61,CREAR Y VIGILAR EL DESARROLLO DE LOS PROGRAMAS EDUCATIVOS,1,20390000302092001550111
4,20,390,0003,0209,200155,02,1,1,01,07, 5,392,LIC. EN ADMINISTRACION,3,2,1,2,1,1,25,2,,,1,2,1,,1,MANEJAR DELIGENCIAS Y REALIZA TRAMITES JURIDICOS ADMINISTRATIVOS,62,ANALISTA 13A,CONTRALORIA DEL ESTADO,93,SUPERVISAR Y CONTROLAR EL PRESUPUESTO PUBLICO EMITIDO POR EL,2,20390000302092001550211
4,20,390,0003,0209,200155,03,1,1,03,07, 2,313,LIC. EN DISEÑO GRAFICO,3,2,1,1,1,2,21,1,2,1,,,8,5,,,,,,,,,20390000302092001550311
4,20,390,0003,0209,200155,04,1,1,01,05, 4,409,LICENCIATURA EN NORMAL SUPERIOR,2,,,,,1,26,2,,,2,2,1,,1,"PREPARA CLASES, CALIFICAR TAREAS Y EXAMENES INPARTIR CLASES.",13,MAESTRA DE TELESECUNDARIAS,IEEPO,61,"REALIZA LA PLANEACION, CREACION Y ADMINISTRACION DE PROGRAMA",2,20390000302092001550411
4,20,390,0003,0209,200155,05,1,1,02,05, 6,402,ESPECIALIDAD DE INGLES EN LA NORMAL SUPERIOR,3,2,2,2,2,1,26,2,,,2,2,1,,1,ASESORIA TECNICO PEDAGOGICO,11,AUXILIAR TECNICO PEDAGOGICO,IEEPO LA SUPERVICION ESCOLAR N.14 DE SECUNDARIAS GENERALES,61,"REALIZA LA PLANEACION, DESARROLLO Y ADMINITRACION DE PROGRAM",2,20390000302092001550511
4,21,015,0001,0240,210084,02,1,1,01,03, 3,,,,,,,,,,,,,,,1,,1,MANEJA AUTOMOTORES DE COMBUSTIÓN INTERNA MÁQUINAS DIESEL Y GASOLINA,55,CHOFER DE TRANSPORTE PÚBLICO,ANALCO LA JUNTA Y ANEXAS,48,TRANSPORTE PÚBLICO URBANO,2,21015000102402100840211
4,21,015,0001,0240,210084,03,1,1,01,02, 6,,,,,,,,,,,,,,,1,,2,CORTADOR DE TELAS EN EL PROCESO DE PRODUCCIÓN,53,OBRERO CORTADOR EN FÁBRICA TEXTIL,FÁBRICA BABE MINK S.A. DE C.V.,31,INDUSTRIA TEXTIL DEDICADA A LA ELABORACIÓN DE PRENDAS DE BEB,1,21015000102402100840311
4,21,015,0001,0240,210084,04,1,1,02,02, 6,,,,,,,,,,,,,,,5,5,,,,,,,,,21015000102402100840411
4,21,015,0001,0240,210084,05,1,1,01,02, 6,,,,,,,,,,,,,,,1,,4,"HACE PUERTAS, VENTANAS DE METAL MANUALMENTE POR PEDIDO",52,HERRERO (OFICIAL),HERRERÍA CORDERO,33,HACE PUERTAS Y VENTANAS DE METAL SOBRE PEDIDO EN CASA,2,21015000102402100840511
4,21,114,0001,0677,210245,02,1,1,01,06, 1,186,SECRETARIA TAQUIMECANÓGRAFA,2,,,,,2,19,2,,,1,1,8,5,,,,,,,,,21114000106772102450211
4,21,114,0001,0677,210245,03,1,1,02,08, 2,555,MAESTRÍA EN ORIENTACIÓN FAMILIAR,4,2,2,2,1,2,37,1,2,2,,,1,,5,PROPORCIONAR LOS RECURSOS MATERIALES A LAS PROFESORAS COBRO DE COLEGIA,21,DIRECTORA DEL INSTITUTO DE NIVEL BÁSICO,INSTITUTO REIMS DE PUEBLA,61,SECTOR EDUCATIVO A NIVEL PREESCOLAR Y PRIMARIA EN EL INSTITU,2,21114000106772102450311
4,21,114,0001,0677,210245,04,1,1,01,07, 5,415,INGENIERÍA MECÁNICA Y ELÉCTRICA,3,2,1,1,1,1,24,2,,,1,1,1,,1,SUPERVISA LOS RECURSOS HUMANOS Y MATERIALES DE LA CONSTRUCTORA,61,SUPERVISOR ADMINISTRATIVO DE CONSTRUCTORA,FLUMAC,23,A LA CONSTRUCCIÓN DE CARRETERAS Y OBRA CIVIL EN LOS TERRENOS,2,21114000106772102450411
4,21,114,0001,0677,210245,05,1,1,04,07, 1,353,LICENCIATURA EN ANTROPOLOGÍA SOCIAL,3,1,1,1,1,2,19,1,1,2,,,8,2,4,CAPTURAR RELACIONES Y DATOS ADMINISTRATIVOS DE UN NEGOCIO,62,CAPTURISTA DE DATOS,NEGOCIO SIN NOMBRE,56,SERVICIO DE CAPTURA DE RELACIONES Y DATOS ADMINISTRATIVOS EN,1,21114000106772102450511
4,21,114,0001,2052,210349,02,1,1,02,02, 6,,,,,,,,,,,,,,,5,5,,,,,,,,,21114000120522103490211
4,21,114,0001,2052,210349,03,1,1,03,03, 3,,,,,,,,,,,,,,,1,,5,ATENCIÓN Y COBRO A CLIENTES (VENTAS AL MENUDEO),71,DUEÑO DE MISCELÁNEA,MISCELÁNEA ABI,46,COMPRA Y VENTA DE ABARROTES AL MENUDEO EN UN LOCAL,2,21114000120522103490311
4,21,114,0001,2052,210349,04,1,1,02,03, 3,,,,,,,,,,,,,,,1,,1,CIERRA LA ULTIMA COSTURA DEL CALCETÍN CON MÁQUINA,53,REMALLADORA TEXTIL,HILMAR S.A. DE C.V.,31,"BONETERA HACE CALCETA Y CALCETÍN Y LO DISTRIBUYE, EN FÁBRICA",2,21114000120522103490411
4,21,114,0001,307A,210459,01,1,1,01,07, 4,393,LICENCIATURA EN FINANZAS Y CONTADURÍA,3,2,1,2,1,2,23,1,2,2,,,4,5,,,,,,,,,211140001307A2104590111
4,21,114,0001,307A,210459,02,1,1,01,07, 5,361,INGENIERÍA QUÍMICA,3,1,1,1,1,1,22,2,,,1,1,1,,1,SUPERVISA LA PRODUCCIÓN DE ENVASES DE PLÁSTICO Y PERSONAL DE LA EMPRES,51,SUPERVISOR DE PRODUCCIÓN,OVO ENVAS S.A. DE C.V.,32,PRODUCIR ENVASES DE PLÁSTICO PARA PRODUCTOS LÁCTEOS EN FÁBRI,2,211140001307A2104590211
4,21,114,0001,307A,210459,03,1,1,02,06, 3,171,TÉCNICO EN MÚSICA,2,,,,,1,33,1,2,1,,,2,,1,IMPARTIR EDUCACIÓN ESPECIAL DANDO CLASES DE MÚSICA GUITARRA PERCUSIONE,13,PROFESORA DE MÚSICA,FUNDACIÓN DOWN DE PUEBLA A.C.,62,EDUCACIÓN ESPECIAL PRIVADA A NIÑOS  DOWN,2,211140001307A2104590311
4,21,114,0001,307A,210459,04,1,1,01,07, 5,392,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,3,2,2,2,1,1,24,1,2,1,,,1,,1,"DIRIGIR AL PERSONAL, CREAR, ADMINISTRAR Y OPERAR EL NEGOCIO.",21,GERENTE GENERAL DE RESTAURANT,TACOS TONY,72,SERVICIO DE COMIDA RÁPIDA A LA MESA A CLIENTES EN LOCAL,2,211140001307A2104590411
4,21,114,0001,307A,210459,05,1,1,02,06, 3,185,TÉCNICA EN TURISMO,2,,,,,2,23,2,,,2,2,5,5,,,,,,,,,211140001307A2104590511
4,21,114,0001,3417,210171,01,1,1,01,02, 3,,,,,,,,,,,,,,,5,5,,,,,,,,,21114000134172101710111
4,21,114,0001,3417,210171,02,1,2,02,04, 3,,,,,,,,1,22,2,,,2,1,1,,4,ELABORAR Y DISTRIBUIR PAN DE DULCE Y SAL,52,PANADERO,SUPER PAN LA LOMA,31,"ELABORACIÓN, DISTRIBUCIÓN Y VENTA DE PAN EN UN LOCAL",2,21114000134172101710212
4,21,114,0001,3417,210171,02,2,2,02,07, 5,354,LICENCIATURA EN LENGUAS EXTRANJERAS,3,2,2,2,2,2,22,2,,,2,2,5,5,,,,,,,,,21114000134172101710222
4,21,114,0001,3417,210171,03,1,1,06,06, 3,144,ENFERMERÍA,2,,,,,1,18,2,,,2,2,1,,1,"CONTROLA ALMACÉN DE PAPELERÍA, FINANZAS INVENTARIOS COMPRAS SUPERVISIÓ",61,SUPERVISORA EN LA DIRECCIÓN ADMINISTRATIVA Y ALMACÉN,PRI PARTIDO REVOLUCIONARIO INSTITUCIONAL,81,"POLÍTICA, COORDINACIÓN Y SUPERVISIÓN CAMPAÑAS POLÍTICAS",1,21114000134172101710311
4,21,114,0001,3417,210171,04,1,1,01,02, 6,,,,,,,,,,,,,,,1,,2,HORMA CALCETA Y TINES EN FORMA MANUAL Y CON MÁQUINA,53,OFICIAL HORMADORA EN FÁBRICA DE CALCETA,LAVIANCE S.A. DE C.V.,31,FABRICACIÓN Y VENTA DE CALCETA Y TINES AL MAYOREO EN FÁBRICA,3,21114000134172101710411
4,21,114,0001,3417,210171,05,1,1,03,00, 0,,,,,,,,,,,,,,,5,5,,,,,,,,,21114000134172101710511
